carat,cut,color,clarity,depth,table,price,x,y,z
0.74,Ideal,J,VS1,61.2,56.0,1985,5.82,5.87,3.58
0.4,Premium,F,SI1,62.3,60.0,737,4.7,4.74,2.94
0.42,Premium,F,VS2,61.9,58.0,884,4.76,4.8,2.96
1.26,Fair,D,SI2,64.5,59.0,4746,6.75,6.71,4.34
1.01,Ideal,J,SI2,61.9,55.3,4099,6.43,6.5,4.01
0.3,Good,D,VS2,63.6,54.0,521,4.26,4.32,2.73
0.33,Very Good,D,SI2,63.3,53.0,631,4.42,4.39,2.79
1.01,Very Good,I,SI2,62.2,59.0,5000,6.36,6.41,3.97
0.62,Premium,E,VS2,60.0,59.0,2102,5.58,5.56,3.34
1.51,Good,D,SI1,64.9,60.0,11087,7.14,7.2,4.65
1.5,Very Good,F,VS2,61.3,61.0,14242,7.33,7.36,4.5
0.41,Ideal,G,VVS1,61.8,55.0,1000,4.76,4.79,2.95
0.53,Ideal,H,VVS1,61.6,54.0,1743,5.2,5.25,3.22
0.26,Ideal,F,VVS1,62.4,56.0,769,4.11,4.1,2.56
0.33,Ideal,F,VVS2,61.7,55.0,761,4.46,4.49,2.76
1.0,Ideal,E,SI2,61.8,57.0,4743,6.39,6.43,3.96
2.02,Ideal,I,SI2,60.9,60.0,14027,8.08,8.14,4.94
0.62,Fair,F,VVS2,57.1,60.0,2088,5.65,5.7,3.24
0.36,Premium,D,SI1,61.5,59.0,663,4.52,4.55,2.79
0.32,Ideal,D,SI1,61.3,55.0,558,4.41,4.46,2.72
0.33,Very Good,G,VS1,62.9,57.0,666,4.38,4.43,2.77
0.5,Premium,F,SI2,61.4,61.0,1172,5.14,5.09,3.14
1.14,Ideal,G,SI1,62.2,56.0,5548,6.66,6.69,4.15
0.32,Very Good,H,SI1,63.0,59.0,461,4.33,4.37,2.74
0.3,Very Good,G,VVS2,62.8,60.0,684,4.25,4.28,2.68
0.3,Ideal,E,VS2,61.2,55.0,658,4.31,4.35,2.65
1.03,Ideal,G,VS1,61.3,56.0,7648,6.52,6.5,3.99
0.46,Ideal,E,SI2,61.3,55.0,935,4.98,5.0,3.06
1.03,Ideal,D,SI1,62.4,57.0,5551,6.44,6.47,4.03
1.71,Ideal,J,VVS2,61.6,59.0,10945,7.65,7.68,4.72
0.3,Very Good,F,VS2,62.8,56.0,605,4.29,4.31,2.7
0.28,Very Good,E,VVS2,59.1,59.0,642,4.27,4.33,2.54
0.76,Very Good,G,SI1,62.6,56.0,2652,5.86,5.9,3.68
2.0,Very Good,I,VS2,63.3,56.0,16694,8.03,7.98,5.07
0.91,Ideal,G,SI2,61.6,56.0,3985,6.24,6.22,3.84
1.01,Premium,G,VS1,59.3,59.0,5632,6.49,6.52,3.86
0.52,Premium,G,VS2,61.7,58.0,1577,5.16,5.14,3.18
1.45,Fair,J,SI2,58.6,68.0,4570,7.45,7.33,4.34
0.35,Very Good,G,VS1,62.6,56.0,659,4.49,4.52,2.82
0.5,Very Good,H,VS1,63.0,56.0,1410,5.02,5.05,3.17
0.61,Very Good,G,IF,63.0,58.0,2411,5.36,5.43,3.4
0.59,Very Good,F,VS2,62.9,55.0,1622,5.32,5.39,3.37
0.85,Very Good,E,VS2,63.6,56.0,3997,5.97,6.01,3.81
0.35,Very Good,G,IF,62.6,59.0,898,4.43,4.49,2.79
1.35,Premium,H,VS2,61.5,58.0,7918,7.09,7.15,4.38
1.51,Very Good,I,VS1,61.1,63.0,8918,7.38,7.32,4.49
0.4,Ideal,E,VVS2,61.1,57.0,895,4.77,4.79,2.92
0.79,Very Good,F,SI1,63.0,54.0,2904,5.91,5.94,3.73
0.31,Ideal,E,VS2,61.8,56.0,680,4.34,4.36,2.69
0.32,Ideal,F,VVS1,61.1,56.0,827,4.42,4.45,2.71
0.91,Ideal,H,SI1,61.9,56.0,4386,6.17,6.21,3.83
1.52,Fair,H,SI2,64.9,58.0,7388,7.23,7.19,4.68
1.52,Good,H,SI1,63.6,57.0,10078,7.3,7.25,4.63
0.38,Premium,I,VS2,61.5,58.0,812,4.62,4.61,2.84
1.03,Fair,H,SI1,65.1,57.0,3617,6.43,6.36,4.16
1.5,Good,D,SI2,63.4,59.0,8108,7.2,7.25,4.58
1.59,Very Good,D,VS2,61.4,60.0,12846,7.47,7.6,4.63
0.23,Ideal,H,VVS1,61.1,55.0,484,3.98,4.01,2.44
0.29,Good,F,VS1,64.4,54.0,504,4.21,4.24,2.72
1.0,Good,G,VVS1,63.8,60.0,7134,6.35,6.31,4.04
0.3,Very Good,G,VS1,62.9,55.0,620,4.25,4.27,2.68
2.21,Premium,G,SI2,62.4,60.0,17525,8.34,8.29,5.19
0.33,Premium,G,VS2,60.8,62.0,743,4.46,4.42,2.7
0.48,Very Good,D,VVS2,59.5,57.0,2329,5.16,5.12,3.06
0.32,Premium,I,VS1,62.6,58.0,648,4.4,4.38,2.75
0.54,Ideal,I,VVS1,62.7,57.0,1564,5.14,5.22,3.25
0.54,Ideal,F,SI2,62.0,54.0,1098,5.23,5.28,3.26
0.56,Ideal,D,VS2,62.8,57.0,2066,5.29,5.25,3.31
0.91,Good,F,SI1,58.0,57.0,4067,6.36,6.47,3.72
0.56,Premium,D,SI1,60.8,60.0,1814,5.31,5.29,3.22
0.31,Premium,F,IF,61.9,58.0,914,4.36,4.39,2.71
0.32,Ideal,G,IF,61.2,57.0,1020,4.43,4.4,2.7
1.5,Premium,I,VVS2,59.7,60.0,10744,7.62,7.46,4.5
0.71,Very Good,E,SI1,63.1,58.0,2511,5.65,5.69,3.58
0.56,Ideal,D,SI1,61.8,55.0,2061,5.32,5.36,3.3
2.01,Premium,G,SI2,60.8,61.0,12260,8.14,8.07,4.93
0.93,Premium,J,VS2,61.1,59.0,3125,6.34,6.32,3.87
1.09,Good,G,SI2,57.4,61.0,3424,6.82,6.75,3.89
0.29,Very Good,E,VVS2,58.5,58.0,664,4.35,4.37,2.55
1.01,Premium,H,SI1,62.3,58.0,5090,6.44,6.4,4.0
0.32,Very Good,H,VS1,58.9,63.0,624,4.46,4.4,2.61
1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97
0.53,Ideal,D,VS2,62.1,55.0,1857,5.17,5.2,3.22
0.9,Premium,E,SI2,60.8,60.0,3662,6.21,6.25,3.79
0.33,Ideal,D,VS2,62.1,54.0,1002,4.46,4.43,2.76
1.05,Very Good,H,VS2,59.0,59.0,5370,6.68,6.71,3.95
1.03,Premium,H,SI1,62.2,60.0,4932,6.43,6.4,3.99
1.18,Ideal,G,VS2,60.9,56.0,7439,6.8,6.85,4.16
0.71,Very Good,H,SI1,60.1,63.0,2258,5.72,5.69,3.43
1.01,Good,E,VS2,63.5,58.0,6666,6.34,6.36,4.03
0.9,Very Good,E,SI2,62.2,54.0,3715,6.13,6.21,3.84
0.41,Ideal,G,VVS1,61.6,57.0,1055,4.75,4.77,2.93
0.41,Premium,E,VS2,59.8,60.0,999,4.87,4.83,2.9
1.1,Premium,D,VVS2,61.7,56.0,11233,6.65,6.64,4.1
0.9,Good,D,SI1,63.6,63.0,3755,6.03,6.07,3.85
0.38,Ideal,E,VS1,62.2,54.0,1211,4.65,4.63,2.89
2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
0.61,Ideal,H,VS2,62.5,54.0,1591,5.43,5.45,3.4
0.9,Premium,F,SI1,61.7,62.0,3936,6.19,6.13,3.8
0.9,Ideal,G,SI2,62.4,57.0,2968,6.16,6.13,3.84
1.29,Premium,D,SI2,59.4,62.0,6935,7.06,6.99,4.17
0.3,Very Good,F,SI1,62.1,60.0,500,4.26,4.28,2.65
2.01,Premium,J,VS2,61.5,60.0,13228,8.13,8.07,4.98
0.31,Ideal,I,VS2,62.3,54.0,452,4.37,4.4,2.73
0.53,Ideal,I,SI1,61.5,54.0,1038,5.22,5.26,3.22
0.51,Very Good,F,VS1,60.0,59.0,1680,5.18,5.22,3.12
0.44,Ideal,I,VS2,61.9,54.0,732,4.91,4.95,3.05
0.72,Ideal,J,SI1,62.3,55.0,2154,5.73,5.76,3.58
0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25
0.3,Ideal,D,VS2,62.5,54.0,911,4.32,4.29,2.69
1.51,Premium,F,VS2,62.0,60.0,14165,7.23,7.35,4.52
0.58,Ideal,F,VS2,61.8,57.0,2401,5.39,5.35,3.32
2.07,Premium,J,VS2,61.5,59.0,13800,8.2,8.16,5.03
0.79,Premium,J,SI1,59.1,57.0,2199,6.08,6.06,3.59
0.32,Premium,H,SI1,60.9,60.0,461,4.4,4.43,2.69
0.75,Ideal,H,SI1,61.9,55.0,3011,5.82,5.85,3.61
1.51,Very Good,E,SI1,62.9,62.0,9474,7.21,7.31,4.57
0.3,Very Good,I,SI1,63.5,57.0,506,4.26,4.24,2.7
0.55,Very Good,E,VS2,61.7,59.0,1629,5.2,5.27,3.23
1.18,Ideal,E,I1,61.6,56.0,4153,6.79,6.82,4.19
0.71,Premium,F,SI1,62.3,60.0,2458,5.68,5.65,3.53
1.06,Ideal,H,SI2,62.7,57.0,4523,6.46,6.5,4.06
0.57,Ideal,D,VS1,61.1,57.0,2043,5.33,5.37,3.27
0.3,Very Good,F,IF,62.1,57.0,886,4.26,4.3,2.66
1.01,Good,J,VS1,61.5,61.0,4189,6.39,6.45,3.95
1.24,Premium,F,SI1,61.4,62.0,6125,6.94,6.88,4.24
0.4,Premium,E,VS2,62.2,58.0,975,4.72,4.67,2.92
0.4,Fair,G,SI1,64.7,55.0,840,4.68,4.65,3.02
0.7,Good,D,SI1,62.5,56.7,2872,5.59,5.62,3.51
0.41,Very Good,F,SI1,63.1,56.0,878,4.73,4.69,2.97
0.34,Very Good,E,VS2,58.8,59.0,745,4.56,4.59,2.69
0.28,Very Good,G,VVS2,62.3,56.0,522,4.16,4.19,2.6
0.6,Ideal,I,VVS1,62.0,56.0,1715,5.39,5.43,3.35
1.17,Very Good,G,SI2,61.2,58.0,5595,6.84,6.86,4.19
1.34,Ideal,H,SI2,61.6,56.0,6904,7.1,7.05,4.36
1.0,Fair,D,VS1,55.9,60.0,7083,6.77,6.71,4.38
0.81,Good,D,SI1,63.9,58.0,3179,5.9,5.85,3.75
1.07,Ideal,G,VS2,61.6,57.0,7577,6.55,6.61,4.05
0.51,Very Good,I,SI1,63.1,56.0,1052,5.14,5.06,3.22
0.41,Very Good,G,SI1,62.4,56.0,698,4.75,4.77,2.97
1.0,Good,H,SI1,57.5,62.0,4788,6.51,6.47,3.73
0.7,Fair,E,SI2,64.6,53.0,2092,5.58,5.63,3.62
0.33,Premium,G,VS1,60.1,61.0,854,4.48,4.44,2.68
1.29,Ideal,D,I1,61.3,56.0,5158,7.05,6.99,4.3
1.05,Very Good,H,SI1,60.2,62.0,5047,6.52,6.57,3.94
0.4,Ideal,H,VS2,62.4,56.0,704,4.69,4.73,2.94
1.03,Ideal,F,SI1,62.0,56.0,5974,6.47,6.5,4.02
0.41,Very Good,D,SI1,63.0,59.0,838,4.73,4.76,2.99
2.09,Premium,G,SI2,59.8,59.0,14024,8.37,8.32,4.99
1.75,Very Good,G,VS2,62.6,58.0,16632,7.63,7.67,4.79
0.37,Ideal,F,VS2,61.4,56.0,957,4.63,4.59,2.83
0.7,Very Good,F,SI1,61.4,59.0,2312,5.67,5.7,3.49
0.56,Ideal,J,VS2,61.4,56.0,1131,5.32,5.34,3.27
0.55,Ideal,F,VS2,61.2,55.0,1698,5.3,5.28,3.24
1.27,Very Good,D,SI1,62.5,58.0,8312,6.87,6.92,4.31
0.4,Very Good,D,VVS2,62.0,61.0,1128,4.7,4.72,2.92
0.7,Premium,G,VS1,62.2,57.0,2648,5.69,5.66,3.53
0.54,Very Good,D,VS2,61.7,58.0,1892,5.16,5.24,3.21
1.06,Very Good,F,SI1,63.4,58.0,5520,6.51,6.42,4.1
0.3,Premium,H,SI2,60.9,59.0,368,4.32,4.35,2.64
0.55,Very Good,F,SI1,60.5,59.0,1370,5.29,5.35,3.22
0.42,Very Good,E,SI1,62.3,58.0,773,4.76,4.81,2.98
0.41,Very Good,F,VS1,60.8,58.0,1007,4.76,4.82,2.91
1.0,Ideal,I,SI2,60.9,57.0,3881,6.47,6.43,3.93
0.32,Premium,F,VS2,60.6,59.0,645,4.4,4.44,2.68
0.31,Ideal,E,VS2,59.8,57.0,695,4.43,4.46,2.65
0.71,Premium,I,VVS1,63.0,58.0,2572,5.68,5.66,3.57
0.34,Ideal,D,VS1,61.4,57.0,780,4.49,4.54,2.77
1.2,Very Good,G,VS2,62.2,58.0,8124,6.75,6.79,4.21
0.78,Ideal,F,VS2,61.5,56.0,3531,5.94,5.9,3.64
0.41,Ideal,I,VS1,60.9,53.0,969,4.85,4.8,2.94
0.53,Premium,D,VS2,62.4,59.0,1877,5.18,5.14,3.22
0.29,Good,E,VVS2,63.2,60.0,617,4.17,4.19,2.64
1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45
1.17,Very Good,H,SI2,63.1,58.0,4455,6.72,6.64,4.22
1.21,Ideal,H,VVS2,61.1,56.0,9290,6.85,6.89,4.2
0.33,Ideal,I,VS2,62.3,54.0,480,4.45,4.48,2.78
0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
0.31,Ideal,I,VS2,61.6,57.0,452,4.36,4.4,2.7
0.33,Ideal,E,VS1,61.5,56.2,771,4.42,4.45,2.73
0.72,Ideal,F,SI2,61.9,57.0,2058,5.74,5.79,3.57
0.4,Good,E,SI1,63.7,57.0,687,4.66,4.69,2.98
0.51,Ideal,F,VS1,62.5,55.0,1836,5.13,5.08,3.19
1.0,Very Good,E,VS2,63.8,59.0,6315,6.25,6.32,4.01
0.36,Ideal,F,VS1,60.7,59.0,775,4.59,4.61,2.79
1.2,Very Good,G,VVS1,62.8,56.0,9609,6.73,6.75,4.23
0.36,Ideal,D,VS1,60.8,57.0,1094,4.59,4.62,2.8
2.01,Ideal,H,SI1,65.1,56.0,16733,7.91,7.84,5.12
0.4,Premium,D,SI2,63.0,59.0,798,4.69,4.64,2.94
0.5,Fair,D,VVS2,67.6,57.0,1980,4.95,4.84,3.31
1.56,Ideal,F,SI1,61.2,57.0,11047,7.48,7.52,4.59
0.54,Premium,E,VS2,59.0,60.0,1687,5.38,5.32,3.15
0.52,Ideal,E,VS1,61.3,56.0,1726,5.18,5.22,3.19
0.73,Good,F,VVS2,59.5,61.0,3616,5.8,5.83,3.46
1.2,Ideal,I,SI1,62.1,55.0,5174,6.83,6.79,4.23
0.5,Very Good,E,VS2,61.3,62.0,1407,5.05,5.1,3.11
0.51,Premium,E,SI2,62.0,57.0,1205,5.13,5.09,3.17
0.54,Very Good,D,VS1,59.9,57.0,1988,5.38,5.3,3.2
1.5,Good,F,SI2,59.7,61.0,8181,7.39,7.44,4.43
1.6,Premium,G,SI1,62.2,58.0,11818,7.44,7.5,4.65
0.5,Good,G,SI1,63.9,57.0,1197,5.02,5.06,3.22
0.92,Ideal,F,VS1,61.3,56.0,6360,6.26,6.3,3.85
1.01,Very Good,G,VS2,62.5,59.0,6204,6.34,6.37,3.97
0.3,Ideal,E,VS1,62.1,57.0,670,4.3,4.33,2.68
0.7,Very Good,F,VS2,60.5,57.0,2400,5.74,5.79,3.49
2.3,Ideal,H,SI2,61.6,56.0,18304,8.48,8.52,5.24
0.33,Ideal,H,VS1,61.8,56.0,743,4.46,4.41,2.74
0.92,Good,G,SI1,60.6,60.0,4089,6.29,6.32,3.82
0.42,Ideal,E,VVS2,61.3,56.0,1273,4.85,4.81,2.96
0.56,Very Good,I,VVS1,62.4,56.0,1580,5.24,5.28,3.28
0.74,Ideal,G,VVS1,62.1,56.0,3388,5.78,5.82,3.6
0.31,Ideal,G,VVS2,60.8,56.0,707,4.38,4.4,2.67
1.5,Fair,H,SI1,68.0,59.0,6340,7.12,6.82,4.76
0.33,Premium,G,VS1,61.6,60.0,666,4.41,4.46,2.73
0.31,Very Good,G,VS1,62.2,56.0,625,4.32,4.36,2.7
1.28,Ideal,G,I1,61.6,57.0,4428,6.93,6.96,4.28
1.51,Good,I,SI1,63.8,57.0,6046,7.21,7.18,4.59
0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9
0.3,Ideal,F,SI1,62.3,54.0,500,4.27,4.3,2.67
0.32,Ideal,G,VS1,61.9,55.0,645,4.39,4.43,2.73
0.7,Good,I,SI1,63.6,61.0,2034,5.59,5.63,3.57
0.54,Very Good,H,VS2,63.2,55.0,1439,5.24,5.2,3.3
0.38,Ideal,E,SI1,61.4,57.0,838,4.67,4.64,2.86
0.35,Very Good,H,SI1,60.0,61.0,491,4.57,4.6,2.75
1.0,Fair,E,VS2,66.4,51.0,4480,6.31,6.22,4.16
0.3,Ideal,F,IF,61.8,56.0,886,4.31,4.33,2.67
2.11,Premium,G,SI2,61.4,62.0,13069,8.25,8.21,5.05
1.12,Ideal,G,SI1,62.0,55.0,5451,6.65,6.68,4.13
0.4,Good,E,SI1,63.9,58.0,687,4.63,4.67,2.97
0.73,Very Good,F,SI1,61.6,62.0,2326,5.71,5.76,3.53
1.0,Premium,I,SI1,58.5,59.0,3808,6.56,6.54,3.83
1.04,Ideal,I,SI1,62.2,56.0,4484,6.51,6.47,4.04
0.3,Premium,F,VVS2,61.5,58.0,945,4.31,4.29,2.64
0.34,Premium,J,VS2,62.3,60.0,536,4.49,4.46,2.79
2.02,Very Good,G,SI2,63.2,54.0,13554,7.96,7.82,4.99
0.34,Ideal,G,IF,60.1,57.0,1084,4.58,4.54,2.74
1.51,Premium,G,SI1,59.6,60.0,11129,7.47,7.43,4.44
0.41,Ideal,E,VS1,62.1,56.0,1153,4.78,4.75,2.96
0.59,Ideal,D,VS2,61.7,56.0,2078,5.39,5.41,3.33
1.0,Very Good,H,SI2,63.0,61.0,4015,6.31,6.35,3.99
0.33,Ideal,E,VVS1,62.2,55.0,986,4.42,4.46,2.76
0.53,Very Good,G,VVS1,58.9,60.0,2136,5.23,5.3,3.1
2.42,Premium,J,VS2,61.3,59.0,18615,8.61,8.58,5.27
0.3,Premium,G,VVS1,60.7,58.0,789,4.34,4.36,2.64
1.45,Very Good,J,SI1,62.4,57.0,6316,7.16,7.23,4.49
1.01,Good,G,VS1,62.7,57.0,6066,6.33,6.42,4.0
1.02,Ideal,E,SI1,60.5,56.0,5493,6.57,6.53,3.96
2.01,Good,H,SI1,62.2,58.0,16737,7.99,8.05,4.99
0.32,Ideal,H,VS2,61.5,56.0,648,4.4,4.38,2.7
0.39,Premium,D,VS2,61.4,60.0,1024,4.72,4.7,2.89
0.53,Premium,D,SI1,61.0,58.0,1631,5.18,5.22,3.17
0.41,Ideal,D,VS2,62.4,54.0,1007,4.74,4.78,2.97
0.54,Ideal,D,SI1,62.4,57.0,1662,5.19,5.23,3.25
0.3,Very Good,I,VS1,61.6,61.0,442,4.23,4.28,2.62
1.01,Very Good,E,VVS1,62.3,56.0,10704,6.41,6.47,4.01
1.25,Good,J,SI1,63.6,57.0,5110,6.86,6.81,4.35
0.91,Ideal,I,VS1,62.4,57.0,3954,6.17,6.21,3.86
0.76,Premium,E,VS2,61.7,62.0,3064,5.85,5.82,3.6
0.3,Premium,G,VS1,61.8,60.0,776,4.32,4.29,2.66
0.59,Ideal,D,IF,60.9,57.0,4208,5.4,5.43,3.3
0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
0.54,Ideal,H,SI1,62.1,56.0,1178,5.18,5.26,3.24
0.71,Very Good,H,VVS1,62.7,59.0,2938,5.65,5.67,3.55
0.31,Ideal,F,VVS1,60.7,57.0,1140,4.41,4.39,2.67
1.57,Ideal,J,SI1,62.0,55.6,8035,7.43,7.47,4.62
2.01,Ideal,H,SI2,61.9,57.0,14040,8.09,8.06,5.0
1.07,Good,F,SI2,61.3,65.0,4446,6.59,6.41,4.0
1.2,Very Good,H,SI1,62.1,58.0,6019,6.72,6.77,4.19
0.35,Ideal,D,VS2,62.3,55.0,1063,4.54,4.52,2.82
0.4,Premium,F,VS1,62.5,59.0,1050,4.69,4.66,2.92
2.34,Premium,I,I1,61.5,60.0,8491,8.47,8.43,5.2
1.08,Premium,F,VS2,62.8,59.0,7079,6.55,6.47,4.09
1.5,Premium,D,VS2,61.8,60.0,15102,7.3,7.37,4.53
0.3,Ideal,D,VS1,61.8,56.0,848,4.34,4.3,2.67
0.3,Premium,G,VVS2,61.9,59.0,684,4.25,4.28,2.64
0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
0.56,Premium,H,VS1,59.8,62.0,1653,5.36,5.31,3.19
0.9,Good,G,VS1,65.8,59.0,4108,6.0,6.04,3.96
1.0,Fair,I,SI1,56.4,61.0,3920,6.58,6.55,3.7
0.56,Very Good,E,VVS2,60.3,57.0,2304,5.33,5.37,3.23
1.0,Premium,H,SI2,62.7,59.0,4032,6.35,6.31,3.97
2.33,Very Good,H,SI2,63.2,56.0,13500,8.44,8.35,5.31
0.57,Premium,E,SI2,62.5,54.0,1058,5.35,5.3,3.33
0.41,Good,H,SI1,63.8,56.0,876,4.74,4.69,3.01
0.38,Premium,D,SI1,60.7,60.0,941,4.69,4.63,2.83
0.3,Ideal,F,VS2,62.1,53.3,601,4.3,4.32,2.68
0.9,Premium,I,SI1,60.9,56.0,2947,6.26,6.21,3.8
1.53,Ideal,F,SI1,61.5,56.0,12616,7.38,7.42,4.56
2.11,Premium,D,SI2,58.7,60.0,15198,8.45,8.41,4.95
0.91,Ideal,I,SI1,62.4,56.0,3574,6.2,6.24,3.88
0.33,Ideal,G,VS1,62.1,55.0,666,4.43,4.46,2.76
0.7,Very Good,E,VS2,62.4,58.0,2952,5.66,5.68,3.54
0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51
0.35,Very Good,G,VS1,61.5,60.0,676,4.51,4.57,2.79
0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.34,2.7
1.13,Premium,G,VS2,60.1,59.0,6561,6.82,6.75,4.08
0.78,Good,D,SI1,60.1,61.0,3253,5.92,5.89,3.55
0.71,Premium,E,VS1,59.7,57.0,2920,5.87,5.78,3.48
1.73,Good,J,SI1,65.6,55.0,8703,7.42,7.47,4.88
0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
0.23,Very Good,D,VS1,59.0,61.0,373,4.04,4.06,2.39
0.35,Very Good,D,VVS2,60.0,58.0,835,4.57,4.59,2.75
0.5,Premium,E,VS2,60.7,59.0,1581,5.11,5.13,3.11
0.7,Premium,F,VS1,61.7,60.0,2669,5.67,5.64,3.49
0.38,Ideal,F,I1,62.5,57.0,497,4.61,4.64,2.89
1.02,Ideal,H,SI2,60.5,56.0,4243,6.53,6.57,3.96
0.3,Ideal,G,SI1,62.0,55.0,545,4.28,4.3,2.66
0.3,Ideal,G,VVS1,61.7,54.0,764,4.32,4.34,2.67
0.3,Ideal,G,VS2,62.3,56.0,526,4.27,4.3,2.67
0.32,Ideal,H,VVS1,62.2,56.0,730,4.37,4.38,2.72
1.02,Ideal,H,SI1,58.8,57.0,4819,6.66,6.6,3.9
2.09,Premium,I,SI2,60.1,59.0,10042,8.34,8.3,5.0
1.65,Ideal,G,VS2,62.2,55.0,9425,7.6,7.57,4.72
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54
0.26,Premium,E,VVS2,58.9,61.0,724,4.19,4.16,2.46
1.0,Good,F,VS2,64.0,59.0,5864,6.29,6.25,4.03
0.35,Ideal,E,VVS2,61.0,57.0,849,4.54,4.58,2.78
1.15,Ideal,H,SI2,62.6,55.0,4572,6.74,6.65,4.19
0.46,Premium,I,SI2,60.3,62.0,880,4.95,4.9,2.97
0.56,Ideal,E,SI1,61.7,56.0,1698,5.33,5.3,3.28
1.04,Premium,D,SI2,58.2,59.0,4330,6.67,6.62,3.87
2.01,Very Good,I,VS2,59.6,60.0,16304,8.13,8.19,4.86
1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
1.5,Very Good,E,SI1,61.9,59.0,11717,7.26,7.32,4.51
0.5,Good,E,SI2,58.3,58.0,1101,5.23,5.2,3.04
2.0,Good,H,SI2,63.6,57.0,13480,8.01,7.97,5.08
0.31,Ideal,E,VS1,61.6,56.0,942,4.38,4.35,2.69
0.41,Premium,F,SI2,60.3,58.0,907,4.86,4.82,2.92
0.53,Ideal,D,VS2,60.8,56.0,2067,5.24,5.27,3.2
0.24,Ideal,F,VVS1,60.8,55.0,678,4.03,4.06,2.46
0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
0.55,Ideal,E,SI1,62.5,56.0,1609,5.21,5.25,3.27
0.35,Ideal,E,SI1,61.0,57.0,614,4.54,4.57,2.78
1.5,Premium,J,VS2,61.7,56.0,7308,7.33,7.23,4.49
1.22,Very Good,G,VVS2,61.9,58.0,8975,6.84,6.85,4.24
1.5,Very Good,I,VS2,59.4,61.0,9342,7.41,7.45,4.41
0.38,Ideal,D,VVS2,61.3,56.0,1257,4.73,4.63,2.87
1.05,Premium,G,VS2,62.8,58.0,6181,6.48,6.44,4.06
0.27,Ideal,I,VS1,62.0,56.0,432,4.16,4.19,2.59
0.54,Premium,E,SI1,62.2,61.0,1375,5.24,5.15,3.23
0.23,Very Good,E,VVS1,61.8,59.0,472,3.89,3.91,2.41
0.28,Very Good,E,VS1,58.9,58.0,487,4.27,4.32,2.53
1.29,Very Good,G,VS1,62.3,58.0,9105,6.98,7.01,4.36
0.92,Good,D,SI1,60.2,56.0,5259,6.28,6.32,3.79
1.54,Premium,H,I1,62.0,60.0,4980,7.32,7.4,4.56
0.36,Ideal,H,VVS2,62.3,57.0,932,4.57,4.52,2.83
2.0,Very Good,E,SI2,60.5,60.0,16064,8.03,8.08,4.87
0.32,Ideal,E,VS2,62.1,55.0,702,4.36,4.4,2.72
0.61,Good,I,VS2,63.4,55.0,1303,5.42,5.46,3.45
1.06,Premium,G,SI1,61.9,55.0,5043,6.61,6.54,4.07
0.51,Very Good,F,SI1,61.7,55.0,1320,5.14,5.16,3.18
1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74
1.01,Very Good,I,VS1,63.1,56.0,4129,6.42,6.36,4.03
0.56,Very Good,H,SI1,61.2,57.0,1179,5.28,5.31,3.24
1.0,Good,H,SI2,63.9,58.0,3528,6.36,6.28,4.03
1.31,Premium,H,VS2,61.4,59.0,7550,7.01,6.96,4.29
0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
0.42,Ideal,E,VS1,61.7,57.0,1014,4.78,4.81,2.96
0.35,Ideal,E,VS1,61.2,56.0,829,4.53,4.55,2.78
1.32,Premium,I,SI1,62.2,58.0,6283,7.04,6.99,4.36
0.34,Ideal,G,VVS2,62.0,55.0,722,4.47,4.5,2.78
1.01,Very Good,J,VVS2,62.2,56.0,4850,6.37,6.42,3.98
0.26,Premium,E,VS1,61.9,58.0,580,4.11,4.1,2.54
0.39,Ideal,G,IF,62.1,53.7,1189,4.67,4.71,2.91
0.3,Very Good,H,VVS2,62.0,56.0,559,4.28,4.3,2.66
1.02,Fair,D,SI2,65.5,60.0,4381,6.27,6.24,4.1
0.91,Good,G,VS1,63.6,60.0,4209,6.11,6.03,3.86
0.92,Premium,H,VVS2,62.5,58.0,4637,6.25,6.16,3.88
0.73,Ideal,H,SI1,62.9,56.0,2269,5.79,5.75,3.63
0.4,Ideal,G,SI1,62.5,54.0,741,4.74,4.77,2.97
0.32,Premium,J,VS2,61.9,58.0,504,4.38,4.35,2.7
0.96,Premium,J,SI1,60.3,59.0,3269,6.4,6.36,3.85
0.55,Premium,D,SI1,60.7,58.0,1819,5.3,5.24,3.2
1.52,Ideal,H,VVS2,61.8,58.0,12123,7.41,7.35,4.56
