year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2017,339000,25000,Petrol,Individual,Manual,First Owner,20.0,998 CC,68.0,94.14Nm@ 3500rpm,5.0
2011,229999,100000,Petrol,Individual,Manual,First Owner,15.0,1596 CC,99.0,146Nm@ 3400rpm,5.0
2016,400000,35000,Diesel,Individual,Manual,First Owner,25.0,1198 CC,77.0,190Nm@ 1750-2250rpm,6.0
2018,470000,25000,Diesel,Individual,Manual,First Owner,25.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2003,45000,58000,Petrol,Individual,Manual,First Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2019,575000,20000,Petrol,Individual,Manual,First Owner,19.0,1194 CC,94.0,120Nm@ 4250rpm,5.0
2019,325000,1300,Petrol,Individual,Manual,First Owner,22.0,999 CC,67.0,91Nm@ 4250rpm,5.0
1997,50000,120000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2014,350000,15000,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1496 CC,88.0,132Nm@ 3000rpm,5.0
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984 CC,150.0,350Nm@ 1500-2750rpm,5.0
2016,300000,25000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2014,540000,150000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2018,580000,10000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2015,1000000,70000,Diesel,Individual,Manual,First Owner,19.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2017,459999,80000,Diesel,Individual,Manual,First Owner,22.0,1248 CC,74.0,190Nm@ 1750-3000rpm,5.0
2015,635000,50000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,650000,83000,Diesel,Individual,Manual,Third Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.0,1172 CC,67.0,96Nm@ 2500rpm,5.0
2008,320000,175802,Diesel,Individual,Manual,Third Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2006,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2011,227000,73840,Petrol,Individual,Manual,First Owner,15.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2011,325000,162000,Diesel,Individual,Manual,Second Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,8.0
2018,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2013,300000,75000,Petrol,Individual,Manual,Third Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2011,400000,320000,Diesel,Individual,Manual,Third Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2015,550000,120000,Diesel,Individual,Manual,Second Owner,20.0,1498 CC,103.0,250Nm@ 1500-2500rpm,5.0
2016,550000,20000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,900000,40000,Diesel,Individual,Automatic,First Owner,21.0,1498 CC,108.0,250Nm@ 1500-2500rpm,5.0
2010,165000,20000,Petrol,Individual,Manual,First Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2014,210000,70000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2016,650000,30000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,245Nm@ 1750rpm,5.0
2014,680000,120000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2019,390000,25000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2016,260000,80000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2013,450000,67000,Petrol,Individual,Manual,First Owner,19.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.0,1086 CC,68.0,99.04Nm@ 4500rpm,5.0
2019,890000,9000,Diesel,Individual,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0,1595 CC,102.0,"15@ 3,800(kgm@ rpm)",5.0
2018,3200000,60000,Diesel,Individual,Automatic,First Owner,15.0,2755 CC,174.0,450Nm@ 1600-2400rpm,7.0
2010,210000,120000,Diesel,Individual,Manual,First Owner,21.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2014,3500000,60000,Diesel,Individual,Automatic,First Owner,11.0,2982 CC,170.0,410Nm@ 1600-2800rpm,7.0
2014,750000,80000,Diesel,Individual,Manual,Second Owner,25.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2011,350000,120000,Diesel,Individual,Manual,Second Owner,12.0,2499 CC,80.0,"19@ 1,800(kgm@ rpm)",10.0
2019,2000000,24857,Petrol,Dealer,Automatic,Test Drive Car,16.0,1799 CC,139.0,174Nm@ 4300rpm,5.0
2017,270000,26442,Petrol,Individual,Manual,First Owner,20.0,998 CC,68.0,94.14Nm@ 3500rpm,5.0
2017,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1373 CC,91.0,130Nm@ 4000rpm,7.0
2010,130000,28000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2015,650000,80000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2005,55000,39000,Petrol,Individual,Manual,First Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2017,475000,20000,Petrol,Individual,Automatic,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2013,325000,50000,Diesel,Individual,Manual,First Owner,21.0,1461 CC,84.0,200Nm@ 2000rpm,5.0
2017,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2015,390000,15000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2019,650000,15000,Petrol,Individual,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2015,440000,30000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2014,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2012,170000,80000,Petrol,Individual,Manual,First Owner,16.0,995 CC,62.0,90.3Nm@ 4200rpm,5.0
2013,499000,80000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,63.0,180Nm@ 1440-1500rpm,9.0
2012,525000,120000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2015,580000,90000,Diesel,Individual,Manual,First Owner,20.0,1461 CC,83.0,200Nm@ 1900rpm,5.0
2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.0,1248 CC,73.0,172.5Nm@ 1750rpm,7.0
2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2016,800000,80000,Diesel,Individual,Manual,First Owner,23.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2020,600000,5000,Petrol,Individual,Manual,First Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,400000,50000,Petrol,Individual,Manual,First Owner,18.0,1198 CC,86.0,109Nm@ 4500rpm,5.0
2017,700000,65000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2017,800000,35000,Diesel,Individual,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2015,600000,90000,Diesel,Individual,Manual,First Owner,27.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2016,580000,100000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,350000,15000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2011,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2017,1350000,20000,Diesel,Individual,Manual,First Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396 CC,90.0,22.4 kgm at 1750-2750rpm,5.0
2011,700000,250000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2016,459999,69000,Diesel,Individual,Manual,Second Owner,25.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2017,860000,80000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086 CC,68.0,99.1Nm@ 4500rpm,5.0
2016,390000,15000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.0,2179 CC,153.0,400Nm@ 1750-2500rpm,7.0
2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2017,484999,10000,Petrol,Dealer,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.0,2993 CC,261.0,620Nm@ 2000-2500rpm,4.0
2012,185000,60000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2018,665000,40142,Diesel,Dealer,Manual,First Owner,24.0,1120 CC,71.0,180.4Nm@ 1750-2500rpm,5.0
2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2016,390000,62000,Diesel,Dealer,Manual,First Owner,25.0,1198 CC,77.0,190Nm@ 1750-2250rpm,5.0
2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.0,1248 CC,90.0,200Nm@ 1750-3000rpm,5.0
2019,975000,12584,Diesel,Dealer,Manual,First Owner,16.0,2498 CC,105.0,247Nm@ 1800-2000rpm,6.0
2016,275000,49000,Petrol,Dealer,Manual,First Owner,19.0,1198 CC,67.0,104Nm@ 4000rpm,5.0
2016,315000,32000,Petrol,Dealer,Manual,First Owner,24.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2019,685000,4300,Petrol,Dealer,Manual,First Owner,18.0,1197 CC,81.0,117nm@ 4000rpm,5.0
2019,595000,14548,Petrol,Dealer,Manual,First Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2018,900000,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2018,950000,48500,Diesel,Dealer,Manual,First Owner,25.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2016,275000,38000,Petrol,Dealer,Manual,First Owner,24.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2018,910000,36500,Diesel,Dealer,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2018,751000,44885,Diesel,Dealer,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,225000,35000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2009,135000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405 CC,71.0,135Nm@ 2500rpm,5.0
2017,825000,79000,Diesel,Dealer,Manual,First Owner,25.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2015,1650000,91000,Diesel,Dealer,Automatic,Second Owner,12.0,2982 CC,168.0,360Nm@ 1400-3200rpm,7.0
2018,875000,50000,Diesel,Dealer,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2016,650000,81000,Diesel,Dealer,Manual,Second Owner,28.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368 CC,160.0,250Nm@ 1750-2500rpm,5.0
2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.0,1582 CC,126.0,259.87NM@ 1500-3000rpm,5.0
2019,925000,50000,Diesel,Dealer,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2016,725000,66000,Diesel,Dealer,Manual,First Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2013,550000,65000,Diesel,Dealer,Manual,First Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2013,750000,95000,Diesel,Dealer,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2013,475000,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497 CC,118.0,146Nm at 4800 rpm,5.0
2017,325000,65000,Petrol,Dealer,Manual,First Owner,19.0,1198 CC,67.0,104Nm@ 4000rpm,7.0
2017,725000,76000,Diesel,Dealer,Manual,First Owner,25.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.0,1373 CC,93.0,130Nm@ 4000rpm,7.0
2017,625000,70000,Diesel,Dealer,Manual,First Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2009,195000,56000,Petrol,Dealer,Manual,Second Owner,,,,,
2014,470000,89000,Diesel,Dealer,Manual,First Owner,22.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2017,1750000,98000,Diesel,Dealer,Manual,First Owner,13.0,2393 CC,147.0,343Nm@ 1400-2800rpm,7.0
2016,1650000,90000,Diesel,Dealer,Manual,First Owner,13.0,2393 CC,147.0,343Nm@ 1400-2800rpm,7.0
2018,1050000,70000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2013,380000,57000,Diesel,Individual,Manual,First Owner,22.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2017,650000,70000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,275000,49200,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2009,220000,125000,Petrol,Individual,Manual,Second Owner,13.0,1799 CC,130.0,172Nm@ 4300rpm,5.0
2008,200000,60000,Petrol,Individual,Manual,Second Owner,19.0,1086 CC,68.0,99.04Nm@ 4500rpm,5.0
2015,315000,120000,Petrol,Individual,Manual,Second Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2004,90000,110000,Petrol,Individual,Manual,Third Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2007,120000,70000,Petrol,Individual,Manual,Second Owner,18.0,1061 CC,67.0,84Nm@ 3500rpm,5.0
2006,90000,168000,Petrol,Individual,Manual,Second Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,1500000,30000,Diesel,Individual,Manual,First Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2015,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120 CC,70.0,160Nm@ 1500-2750rpm,5.0
2016,595000,131111,Diesel,Individual,Manual,First Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2007,150000,120000,Diesel,Individual,Manual,Second Owner,19.0,1461 CC,65.0,"16@ 2,000(kgm@ rpm)",5.0
2012,400000,58400,Diesel,Individual,Manual,Second Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2016,310000,23400,Petrol,Individual,Manual,Second Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,385000,50000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2005,105000,158107,Petrol,Individual,Manual,Second Owner,,,,,
2014,750000,90000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.0,1086 CC,68.0,99Nm@ 4500rpm,5.0
2010,180000,80000,Diesel,Individual,Manual,First Owner,21.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2011,220000,155000,Diesel,Individual,Manual,Second Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
1998,40000,70000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2018,540000,4000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2007,140000,35000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2003,200000,121000,Petrol,Individual,Manual,First Owner,17.0,993 CC,60.0,78Nm@ 4500rpm,5.0
2015,650000,110000,Diesel,Individual,Manual,Second Owner,22.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2010,305000,175000,Diesel,Individual,Manual,Third Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2018,1400000,30000,Diesel,Individual,Manual,First Owner,16.0,1997 CC,140.0,320Nm@ 1600-2800rpm,7.0
2008,200000,163000,Diesel,Individual,Manual,First Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2008,200000,163000,Diesel,Individual,Manual,First Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2010,465000,77088,Diesel,Individual,Manual,First Owner,14.0,2489 CC,95.0,220Nm at 1400-2600 rpm,8.0
2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.0,1461 CC,63.0,160Nm@ 2000rpm,5.0
2016,570000,136511,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2015,570000,80000,Petrol,Individual,Manual,First Owner,16.0,1373 CC,93.0,130Nm@ 4000rpm,7.0
2015,650000,60000,Petrol,Individual,Manual,First Owner,16.0,1373 CC,93.0,130Nm@ 4000rpm,7.0
2016,620000,36000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2012,250000,65000,Petrol,Individual,Manual,Second Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2011,1000000,50000,Diesel,Individual,Automatic,First Owner,17.0,1995 CC,184.0,380Nm@ 1750-2750rpm,5.0
2012,300000,60000,LPG,Individual,Manual,First Owner,26.0,998 CC,58.0,77Nm@ 3500rpm,5.0
2013,300000,82500,Diesel,Individual,Manual,First Owner,20.0,1248 CC,75.0,197Nm@ 1750rpm,5.0
2018,810000,30000,Diesel,Individual,Manual,Second Owner,23.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2011,270000,100000,Diesel,Individual,Manual,Third Owner,18.0,1991 CC,147.0,327Nm@ 2600rpm,5.0
2015,470000,70000,Diesel,Individual,Manual,Second Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2017,400000,85000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,88.0,190Nm@ 1750-3000rpm,5.0
2014,300000,60000,Petrol,Individual,Manual,Second Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2015,170000,20000,Petrol,Individual,Manual,Third Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2014,455999,80000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2009,121000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489 CC,95.0,220Nm at 1400-2600 rpm,8.0
2002,35000,75000,Petrol,Individual,Manual,Second Owner,,,,,
2005,85000,100000,Petrol,Individual,Manual,First Owner,,,,,
2016,650000,80000,Diesel,Individual,Manual,Second Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2017,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1193 CC,88.0,140Nm@ 1500-4000rpm,5.0
2013,125000,139000,Diesel,Individual,Manual,First Owner,25.0,936 CC,57.0,150Nm@ 1750rpm,5.0
2005,80000,90000,Petrol,Individual,Automatic,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2009,120000,120000,Petrol,Individual,Manual,First Owner,,,,,
2008,250000,100000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,78.0,"12.7@ 2,700(kgm@ rpm)",5.0
2011,225000,90000,Diesel,Individual,Manual,First Owner,20.0,1598 CC,103.0,250Nm@ 1500-2500rpm,5.0
2007,215000,105000,Diesel,Individual,Manual,Second Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2017,450000,40000,Diesel,Individual,Manual,Second Owner,25.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2017,509999,90000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2015,245000,36710,Petrol,Individual,Manual,Second Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2018,400000,50000,Diesel,Individual,Manual,First Owner,23.0,909 CC,45.0,98Nm@ 1600-3000rpm,8.0
2016,620000,28180,Diesel,Dealer,Manual,First Owner,23.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2017,650000,44000,Diesel,Dealer,Manual,First Owner,23.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2019,1700000,15000,Diesel,Individual,Manual,First Owner,17.0,1956 CC,138.0,350Nm@ 1750-2500rpm,5.0
2019,590000,4000,Petrol,Individual,Manual,First Owner,19.0,1198 CC,67.0,104Nm@ 4000rpm,7.0
2014,370000,30000,Diesel,Individual,Manual,First Owner,23.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2013,350000,15000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2017,580000,20000,Petrol,Individual,Manual,First Owner,21.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2018,450000,56000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2017,600000,19000,Petrol,Individual,Manual,First Owner,17.0,1197 CC,81.0,114.73Nm@ 4000rpm,5.0
2016,2400000,30000,Diesel,Individual,Automatic,First Owner,12.0,2198 CC,158.0,385Nm@ 1600-2500rpm,7.0
2017,450000,70000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2009,150000,30000,Diesel,Individual,Manual,First Owner,19.0,1396 CC,69.0,135Nm@ 2500rpm,5.0
2019,400000,15000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2013,185000,85000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2018,625000,50000,Petrol,Individual,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2019,700000,20000,Petrol,Individual,Manual,First Owner,17.0,1197 CC,81.0,114.73Nm@ 4000rpm,5.0
2017,390000,25000,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,625000,25000,Petrol,Individual,Manual,First Owner,17.0,1198 CC,108.0,170Nm@ 1750-4000rpm,5.0
2014,400000,50000,Petrol,Individual,Manual,First Owner,19.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396 CC,90.0,22.4 kgm at 1750-2750rpm,5.0
2009,400000,90000,Petrol,Individual,Automatic,First Owner,14.0,1794 CC,138.0,173Nm@ 4000rpm,5.0
2019,620000,100000,Petrol,Individual,Manual,First Owner,17.0,1193 CC,88.0,140Nm@ 1500-4000rpm,5.0
2008,190000,180000,Diesel,Individual,Manual,Second Owner,17.0,1399 CC,67.0,160Nm@ 2000rpm,5.0
2013,210000,50000,Petrol,Individual,Manual,Second Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2012,270000,80000,Diesel,Individual,Manual,Third Owner,23.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
1999,45000,100000,Petrol,Individual,Manual,Third Owner,17.0,993 CC,60.0,78Nm@ 4500rpm,5.0
2014,220000,93000,Petrol,Individual,Manual,Second Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
