carat,cut,color,clarity,depth,table,price,x,y,z
1.0,Good,F,VS2,63.8,58.0,6209,6.32,6.28,4.02
0.3,Ideal,D,VS1,61.6,54.0,718,4.34,4.36,2.68
0.9,Very Good,I,SI1,63.1,54.0,3211,6.13,6.16,3.88
0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
1.51,Premium,I,VVS1,61.0,61.0,10824,7.47,7.34,4.52
0.55,Ideal,D,VS2,62.7,57.0,1755,5.2,5.23,3.27
2.01,Premium,I,VS2,61.7,60.0,16700,8.09,8.02,4.97
1.58,Premium,G,VS1,62.1,59.0,12530,7.43,7.46,4.62
0.34,Very Good,G,VS1,60.4,61.0,686,4.48,4.53,2.72
1.53,Premium,G,VS1,60.2,59.0,13119,7.5,7.45,4.5
0.5,Very Good,H,SI1,63.1,59.0,1181,5.02,4.96,3.15
1.19,Premium,I,SI2,60.1,59.0,4498,6.9,6.82,4.12
1.1,Very Good,H,SI1,63.0,58.0,4276,6.53,6.59,4.13
0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
0.41,Ideal,E,VVS1,61.3,56.0,1431,4.81,4.79,2.94
0.77,Ideal,H,SI2,60.8,57.0,2302,5.96,5.89,3.6
0.3,Ideal,G,VS1,61.5,56.0,605,4.28,4.34,2.65
0.41,Good,D,VS1,60.2,62.0,986,4.8,4.84,2.9
0.53,Very Good,F,SI1,61.5,59.0,1320,5.15,5.19,3.18
1.72,Premium,G,VS2,61.1,58.0,15946,7.73,7.69,4.71
1.11,Ideal,G,SI2,61.7,57.0,5395,6.69,6.65,4.12
1.0,Very Good,E,SI2,62.5,55.0,4392,6.38,6.41,4.0
0.28,Very Good,E,VVS1,62.1,57.0,707,4.17,4.21,2.6
0.73,Very Good,F,SI1,62.5,56.0,2445,5.69,5.73,3.57
1.01,Good,H,SI1,62.9,57.0,4496,6.27,6.36,3.97
1.01,Very Good,F,SI1,62.8,58.0,4759,6.35,6.43,4.01
2.31,Very Good,I,SI1,62.5,55.0,17715,8.39,8.44,5.26
0.24,Very Good,F,VVS2,62.5,56.0,478,3.98,4.02,2.5
0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83
0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
1.52,Ideal,F,VS2,62.3,55.0,11405,7.37,7.33,4.58
1.04,Ideal,G,VVS2,62.5,55.0,8590,6.53,6.47,4.06
0.59,Ideal,E,VVS2,61.1,57.0,2911,5.39,5.41,3.3
0.9,Very Good,I,VS1,62.6,59.0,4126,6.11,6.15,3.84
0.3,Premium,H,VS1,60.1,61.0,675,4.32,4.3,2.59
0.34,Ideal,G,VVS1,62.1,55.0,956,4.49,4.46,2.78
2.02,Very Good,H,SI2,60.8,60.0,14498,8.07,8.15,4.93
1.51,Ideal,H,SI2,61.9,56.0,8951,7.31,7.36,4.54
0.73,Ideal,G,VS1,60.2,56.0,3273,5.86,5.9,3.54
0.39,Ideal,F,SI1,62.5,55.0,921,4.68,4.63,2.91
1.53,Premium,G,VVS1,60.6,58.0,16451,7.45,7.49,4.53
0.79,Very Good,E,SI2,59.2,59.0,2941,6.04,6.06,3.58
0.7,Ideal,D,VS2,62.4,57.0,2867,5.68,5.61,3.52
0.36,Ideal,F,VS2,61.0,57.0,875,4.6,4.62,2.81
0.7,Ideal,F,VS2,60.8,56.0,2535,5.77,5.71,3.49
0.8,Ideal,D,VVS2,61.9,56.0,6004,5.91,5.95,3.67
1.01,Premium,E,VS2,62.9,59.0,6606,6.36,6.3,3.98
0.29,Very Good,E,VS1,59.2,58.0,619,4.36,4.39,2.59
1.55,Ideal,G,VVS2,61.9,54.0,15512,7.41,7.45,4.6
1.39,Ideal,G,IF,60.6,55.0,13061,7.27,7.21,4.39
1.01,Good,E,VS2,63.4,60.0,6666,6.31,6.37,4.02
1.02,Good,G,SI2,59.9,58.0,4159,6.48,6.55,3.9
1.01,Ideal,I,VS1,62.6,56.0,4808,6.42,6.36,4.0
0.71,Ideal,F,SI2,61.6,56.0,2168,5.73,5.67,3.51
1.32,Fair,H,I1,65.8,55.0,4140,6.87,6.83,4.51
0.43,Ideal,E,SI2,61.9,57.0,919,4.86,4.83,3.0
1.24,Premium,I,VVS2,62.7,58.0,6383,6.85,6.89,4.31
1.2,Very Good,G,VVS1,63.3,59.0,8928,6.72,6.64,4.23
0.56,Ideal,G,IF,62.0,56.0,2442,5.3,5.32,3.29
0.7,Premium,H,VVS2,62.1,58.0,2536,5.71,5.66,3.53
1.0,Premium,H,I1,62.7,59.0,2058,6.39,6.33,3.98
0.41,Ideal,F,VS2,62.7,56.0,863,4.72,4.78,2.98
1.05,Very Good,G,VS2,61.7,55.0,5917,6.5,6.56,4.03
0.34,Premium,H,VS1,60.6,60.0,596,4.45,4.49,2.71
1.09,Ideal,G,VS2,62.3,57.0,6480,6.6,6.57,4.1
0.34,Premium,H,VVS1,61.5,60.0,995,4.49,4.45,2.75
0.53,Ideal,G,VVS1,61.8,56.0,1956,5.19,5.24,3.22
1.0,Premium,E,VS2,60.4,57.0,6720,6.49,6.46,3.91
0.72,Very Good,H,VS2,62.5,58.0,2444,5.67,5.73,3.56
0.54,Very Good,D,VS2,61.7,58.0,1892,5.16,5.24,3.21
0.74,Ideal,E,SI2,59.2,59.0,2501,5.92,5.97,3.52
2.05,Ideal,J,VS1,61.8,58.0,15450,8.12,8.16,5.03
0.9,Ideal,G,SI1,61.6,57.0,3931,6.24,6.17,3.82
0.46,Ideal,F,SI2,61.5,54.0,758,4.98,5.01,3.07
0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7
0.31,Very Good,E,VVS2,62.4,56.0,749,4.32,4.35,2.7
0.72,Good,E,VS2,60.8,62.0,3140,5.73,5.78,3.5
0.51,Ideal,G,IF,61.3,56.0,2163,5.15,5.19,3.16
1.53,Very Good,E,VS2,61.2,60.0,14282,7.49,7.4,4.56
0.55,Ideal,E,SI1,62.3,56.0,1551,5.23,5.26,3.27
0.7,Ideal,D,VS1,62.3,55.0,3840,5.64,5.68,3.53
1.0,Ideal,E,SI1,62.3,55.0,5396,6.41,6.34,3.97
0.41,Ideal,H,VVS1,61.4,56.0,1115,4.8,4.77,2.94
0.72,Very Good,H,SI1,60.3,55.0,2505,5.84,5.85,3.52
0.3,Ideal,F,IF,61.7,57.0,886,4.28,4.31,2.65
1.51,Very Good,F,VVS2,58.0,65.0,16613,7.58,7.62,4.41
1.05,Ideal,J,SI2,61.3,56.0,4364,6.56,6.59,4.03
1.52,Very Good,E,SI1,63.5,58.0,11176,7.36,7.29,4.65
0.51,Ideal,H,SI2,61.8,53.0,983,5.14,5.18,3.19
0.31,Ideal,F,VVS1,62.0,54.0,840,4.37,4.41,2.72
1.09,Ideal,G,VS2,62.4,55.0,7081,6.61,6.56,4.11
0.83,Ideal,G,VVS1,61.9,56.0,4963,6.03,6.05,3.74
1.7,Premium,E,VS2,58.6,62.0,18342,7.92,7.84,4.62
0.91,Premium,G,SI2,62.8,59.0,3047,6.14,6.12,3.85
0.39,Ideal,F,VVS1,61.7,55.0,1124,4.69,4.71,2.9
0.59,Ideal,D,SI1,61.7,56.0,1671,5.39,5.43,3.34
0.71,Very Good,I,VS1,63.1,57.0,2202,5.68,5.58,3.55
0.3,Ideal,H,VS1,62.2,57.0,526,4.28,4.3,2.67
0.9,Fair,H,VS2,65.6,55.0,3375,6.01,5.97,3.93
0.56,Premium,D,SI1,61.9,58.0,1723,5.27,5.33,3.28
0.41,Ideal,J,VS1,60.2,57.0,830,4.85,4.81,2.91
0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.63,3.59
1.23,Ideal,H,IF,61.3,57.0,8585,6.92,6.87,4.23
0.71,Ideal,G,SI1,61.3,55.0,3007,5.73,5.79,3.53
1.01,Fair,E,SI2,67.6,57.0,2862,6.21,6.11,4.18
0.3,Ideal,H,IF,62.1,55.0,789,4.27,4.3,2.66
0.32,Ideal,G,VS1,61.2,56.0,645,4.41,4.45,2.71
1.01,Very Good,F,VVS1,63.4,55.0,8706,6.44,6.34,4.05
0.34,Ideal,D,VS1,61.4,56.0,749,4.5,4.53,2.77
0.71,Very Good,G,SI1,63.2,58.0,2137,5.58,5.68,3.56
0.77,Premium,E,SI1,60.4,58.0,2975,6.0,5.88,3.59
0.7,Premium,F,SI2,62.5,60.0,2373,5.66,5.61,3.52
0.32,Premium,D,SI1,62.2,60.0,550,4.34,4.37,2.71
1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22
0.71,Very Good,J,VVS1,59.7,58.0,2218,5.8,5.83,3.47
0.38,Ideal,I,VS1,62.3,53.4,703,4.65,4.69,2.91
0.43,Premium,D,SI1,62.4,60.0,796,4.79,4.82,3.0
0.54,Ideal,F,VS1,60.9,57.0,1772,5.21,5.26,3.19
0.63,Good,F,VS1,61.6,60.7,2188,5.46,5.52,3.38
1.23,Premium,F,SI2,61.7,57.0,5695,6.89,6.86,4.24
0.31,Ideal,F,VVS1,61.9,53.5,882,4.36,4.39,2.71
0.32,Ideal,D,SI1,60.9,56.0,756,4.43,4.4,2.69
0.71,Fair,I,VS1,64.5,56.0,2104,5.61,5.56,3.6
0.35,Ideal,F,VS1,62.8,54.0,754,4.5,4.54,2.84
2.16,Very Good,H,SI2,62.3,60.0,14824,8.19,8.31,5.14
1.57,Premium,I,SI2,62.2,60.0,6401,7.43,7.36,4.6
0.33,Ideal,D,VVS2,61.1,56.0,1021,4.46,4.44,2.72
0.51,Ideal,G,VVS2,61.3,57.0,1974,5.15,5.12,3.15
0.33,Premium,G,VS1,61.6,60.0,854,4.46,4.41,2.73
0.73,Ideal,G,VVS1,61.3,56.0,3667,5.79,5.82,3.56
0.9,Very Good,H,SI1,62.3,63.0,3447,6.06,6.13,3.8
0.33,Premium,G,SI1,62.3,59.0,492,4.39,4.44,2.75
0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19
1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04
0.51,Ideal,I,VVS2,60.6,56.0,1575,5.18,5.22,3.15
0.93,Good,D,SI2,61.4,63.0,4165,6.22,6.26,3.83
0.9,Good,G,SI1,60.2,63.0,3921,6.16,6.2,3.72
0.31,Premium,G,VVS1,60.2,59.0,816,4.38,4.43,2.65
0.73,Ideal,E,VS2,62.7,56.0,3077,5.75,5.8,3.62
0.51,Ideal,G,VVS1,62.6,57.0,2005,5.08,5.14,3.2
1.14,Ideal,H,VVS2,61.9,56.0,7354,6.69,6.72,4.15
0.3,Ideal,G,VVS2,61.5,57.0,684,4.29,4.33,2.65
0.31,Ideal,H,VS2,61.2,56.0,507,4.35,4.37,2.67
1.51,Fair,H,VS2,65.0,64.0,9452,7.1,7.03,4.59
0.73,Premium,F,SI2,60.5,57.0,2351,5.84,5.8,3.52
0.41,Ideal,D,SI1,62.7,56.0,791,4.73,4.78,2.98
0.5,Ideal,E,SI2,61.4,57.0,1154,5.09,5.14,3.14
0.5,Premium,H,SI1,62.9,58.0,1172,5.04,5.01,3.16
1.05,Very Good,H,SI1,63.2,56.0,5027,6.51,6.47,4.1
0.3,Premium,F,SI2,62.3,58.0,506,4.32,4.28,2.68
1.01,Premium,D,SI2,61.0,62.0,4939,6.43,6.39,3.91
0.91,Very Good,G,SI2,60.3,59.0,3189,6.23,6.28,3.77
0.54,Ideal,I,SI1,62.4,55.0,1170,5.19,5.23,3.25
1.0,Good,D,VS1,64.0,58.0,6250,6.27,6.21,3.99
0.52,Ideal,F,VS1,62.2,55.0,1778,5.14,5.18,3.21
0.32,Ideal,G,VS2,61.8,55.0,720,4.43,4.41,2.73
1.01,Premium,E,SI1,59.9,59.0,4991,6.49,6.46,3.88
0.23,Very Good,F,VVS2,60.4,61.0,465,3.92,3.96,2.38
0.31,Good,I,VS1,63.5,57.0,489,4.26,4.28,2.71
0.79,Very Good,E,VS1,62.2,55.0,3827,5.95,6.01,3.72
0.54,Premium,D,SI1,62.0,55.0,1786,5.24,5.21,3.24
0.41,Very Good,D,VVS1,62.7,56.0,1349,4.74,4.77,2.98
0.41,Premium,G,VS1,62.3,56.0,961,4.8,4.77,2.98
2.04,Premium,I,I1,61.1,61.0,7403,8.25,8.12,5.0
0.9,Premium,G,VS2,62.8,58.0,4137,6.14,6.09,3.84
0.3,Good,H,SI2,63.9,56.0,368,4.24,4.27,2.72
0.74,Ideal,D,SI1,62.2,57.0,2655,5.81,5.77,3.6
0.7,Good,D,VS2,63.4,57.0,2960,5.6,5.67,3.57
1.01,Ideal,D,SI1,62.0,57.0,5832,6.37,6.44,3.97
0.54,Very Good,F,SI1,63.0,60.0,1356,5.13,5.12,3.23
0.3,Very Good,E,VVS2,61.4,60.0,789,4.25,4.28,2.62
0.5,Very Good,F,VS2,62.6,54.0,1404,5.1,5.13,3.2
1.12,Ideal,D,VS2,62.0,55.0,8279,6.63,6.66,4.12
0.23,Very Good,E,VVS2,59.4,59.0,530,4.03,4.08,2.41
0.4,Ideal,G,SI2,62.5,53.0,723,4.75,4.79,2.98
0.34,Very Good,D,VS2,60.0,59.0,730,4.5,4.56,2.72
0.3,Ideal,H,VVS2,61.3,56.0,776,4.35,4.33,2.66
0.23,Very Good,E,VVS2,61.4,60.0,505,3.93,3.98,2.43
0.25,Very Good,F,VVS2,61.9,57.0,548,4.07,4.11,2.53
1.73,Premium,I,VS2,59.8,58.0,8680,7.8,7.79,4.66
1.5,Premium,F,SI1,62.1,60.0,8770,7.32,7.27,4.53
0.32,Good,D,I1,64.0,54.0,468,4.36,4.33,2.78
0.32,Premium,H,VS2,61.9,58.0,648,4.39,4.37,2.71
0.71,Premium,F,SI1,59.8,61.0,2633,5.81,5.79,3.47
0.32,Ideal,H,VVS1,60.4,57.0,730,4.42,4.46,2.68
1.01,Very Good,E,VS1,59.4,59.0,8348,6.52,6.54,3.88
0.31,Ideal,D,VS2,62.1,56.0,942,4.35,4.34,2.7
0.7,Ideal,J,VS2,61.8,53.0,1874,5.73,5.76,3.55
0.4,Premium,G,SI1,62.0,59.0,900,4.74,4.71,2.93
0.54,Ideal,E,VS1,61.0,56.0,1939,5.24,5.35,3.23
0.42,Very Good,F,VS2,60.1,61.0,790,4.84,4.88,2.92
0.43,Ideal,I,SI1,60.9,57.0,852,4.88,4.9,2.98
0.3,Very Good,G,SI2,58.1,61.0,394,4.41,4.47,2.58
0.41,Premium,E,SI1,62.8,59.0,969,4.75,4.74,2.98
0.9,Good,F,SI1,61.0,62.0,3733,6.17,6.26,3.79
1.7,Very Good,J,VS1,62.9,58.0,10165,7.54,7.67,4.79
0.72,Ideal,F,SI1,62.0,55.0,2737,5.76,5.79,3.58
1.11,Ideal,J,VS1,61.7,57.0,4854,6.67,6.72,4.13
0.53,Ideal,G,SI1,61.6,57.0,1665,5.19,5.24,3.21
1.26,Very Good,G,SI1,63.2,61.0,7000,6.87,6.81,4.32
1.02,Ideal,F,SI1,62.8,55.0,5398,6.43,6.4,4.03
0.66,Ideal,F,VS2,62.4,54.0,2648,5.55,5.61,3.48
0.7,Very Good,F,SI1,62.3,57.0,2196,5.65,5.69,3.53
1.05,Fair,I,VS1,58.9,66.0,4281,6.71,6.6,3.92
1.54,Very Good,I,VVS2,62.7,57.0,10518,7.35,7.43,4.63
0.91,Fair,H,SI1,65.3,62.0,3278,6.11,6.01,3.96
0.55,Ideal,G,VS2,60.1,55.0,1634,5.33,5.37,3.22
0.91,Very Good,D,SI2,63.4,59.0,3911,6.12,6.15,3.89
2.01,Very Good,I,VS1,64.4,56.0,16811,7.84,7.9,5.07
0.43,Ideal,J,VVS2,61.8,55.0,710,4.89,4.91,3.03
1.36,Premium,G,SI1,60.6,59.0,7729,7.21,7.17,4.36
1.58,Premium,H,SI1,61.5,59.0,10738,7.47,7.45,4.59
0.3,Premium,G,SI1,59.8,57.0,574,4.37,4.32,2.6
0.3,Ideal,G,VVS1,62.1,56.0,1094,4.35,4.28,2.68
1.39,Premium,I,SI2,61.9,59.0,4826,7.15,7.11,4.41
0.71,Ideal,G,SI2,61.1,56.0,2264,5.75,5.77,3.52
0.81,Ideal,E,VS2,62.0,55.0,3601,5.97,5.99,3.71
0.32,Ideal,G,SI1,61.4,57.0,612,4.41,4.38,2.7
0.39,Ideal,E,VS2,60.8,57.0,875,4.73,4.75,2.88
0.34,Ideal,D,SI1,62.0,55.0,584,4.5,4.53,2.8
0.47,Ideal,E,SI2,61.5,55.0,931,4.98,5.04,3.08
0.31,Very Good,I,SI1,61.4,61.0,408,4.34,4.39,2.68
1.61,Very Good,E,SI2,61.9,57.0,8288,7.44,7.48,4.62
0.31,Ideal,D,VS2,62.1,54.0,942,4.37,4.33,2.7
0.8,Ideal,F,IF,60.8,56.0,6674,5.99,6.05,3.66
0.75,Very Good,G,SI1,60.9,58.0,2545,5.84,5.88,3.57
0.9,Very Good,H,VVS2,59.7,62.0,4842,6.2,6.23,3.71
1.02,Very Good,J,SI2,61.1,61.0,3601,6.44,6.5,3.95
0.72,Ideal,G,SI2,62.6,52.0,2295,5.74,5.77,3.6
1.01,Good,D,VS2,63.1,60.0,6999,6.35,6.39,4.02
0.9,Ideal,I,SI1,62.3,56.0,3251,6.18,6.12,3.83
1.02,Very Good,F,VS2,63.3,59.0,6597,6.4,6.37,4.04
1.32,Ideal,F,SI1,61.6,56.0,7079,7.11,7.05,4.36
0.71,Ideal,H,VS2,61.4,57.0,2522,5.71,5.75,3.52
0.5,Good,E,VS2,63.1,61.0,1419,5.0,5.05,3.17
0.9,Good,G,I1,63.6,61.0,2226,6.03,6.07,3.85
1.51,Ideal,J,SI1,62.6,54.0,8888,7.26,7.35,4.57
1.06,Very Good,G,VS1,63.4,57.0,6595,6.48,6.45,4.1
0.55,Ideal,F,VS1,61.4,55.0,1805,5.24,5.28,3.23
0.49,Premium,F,SI1,58.7,60.0,1179,5.2,5.15,3.04
1.0,Good,F,SI1,63.3,61.0,4712,6.29,6.31,3.99
0.27,Ideal,F,VS1,61.7,57.0,577,4.15,4.18,2.57
1.11,Very Good,D,VVS1,62.5,58.0,12200,6.67,6.6,4.15
0.51,Premium,J,SI1,61.7,56.0,956,5.17,5.14,3.18
0.7,Premium,E,VS2,62.8,61.0,2737,5.66,5.62,3.54
0.42,Good,G,SI1,63.2,57.0,737,4.77,4.79,3.02
0.42,Very Good,F,SI1,60.6,61.0,722,4.83,4.87,2.94
0.32,Ideal,D,SI1,61.3,55.0,589,4.39,4.42,2.7
0.7,Very Good,F,SI1,60.5,56.0,2155,5.73,5.8,3.49
0.9,Good,E,SI1,60.8,65.0,3933,6.14,6.17,3.74
1.0,Very Good,F,SI1,61.8,58.0,5058,6.37,6.44,3.96
0.31,Very Good,E,VS2,61.8,59.0,680,4.3,4.37,2.68
0.9,Good,E,SI1,57.9,60.0,4190,6.3,6.34,3.66
0.38,Ideal,H,VS1,62.4,53.0,754,4.67,4.69,2.92
0.39,Very Good,G,VVS1,62.7,58.0,854,4.65,4.69,2.93
0.49,Ideal,H,SI1,59.9,56.0,1102,5.15,5.18,3.1
0.9,Good,H,SI1,64.2,59.0,3290,6.05,6.01,3.87
0.74,Ideal,E,SI1,62.3,54.0,2762,5.8,5.83,3.62
0.4,Ideal,G,VVS1,61.8,56.0,1097,4.72,4.75,2.92
0.3,Ideal,H,IF,61.5,58.0,764,4.28,4.3,2.64
0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66
0.34,Premium,H,VS1,61.4,59.0,596,4.5,4.53,2.77
0.32,Premium,G,VVS2,61.6,60.0,730,4.37,4.4,2.7
0.51,Good,D,SI2,57.7,60.0,1202,5.31,5.26,3.05
0.42,Premium,G,VS2,61.9,58.0,847,4.77,4.82,2.97
1.21,Ideal,F,VS2,61.2,57.0,8452,6.87,6.82,4.19
0.3,Ideal,H,VS2,61.0,56.0,501,4.33,4.37,2.65
0.35,Ideal,E,SI1,61.2,57.0,788,4.56,4.52,2.78
1.04,Ideal,F,IF,61.8,55.0,10984,6.56,6.49,4.03
0.5,Fair,E,VS1,55.3,65.0,1890,5.35,5.31,2.95
0.31,Ideal,G,VVS1,60.5,57.0,798,4.39,4.43,2.67
0.63,Very Good,E,SI1,61.0,57.6,1952,5.48,5.51,3.36
0.72,Good,I,SI1,63.6,59.0,1909,5.61,5.58,3.56
1.09,Ideal,E,IF,60.1,58.0,15193,6.68,6.72,4.03
0.4,Very Good,D,SI2,61.6,59.0,666,4.68,4.74,2.9
0.34,Ideal,G,VS2,61.5,57.0,765,4.51,4.47,2.76
0.24,Ideal,F,VS2,61.8,57.0,408,3.97,3.99,2.46
3.5,Ideal,H,I1,62.8,57.0,12587,9.65,9.59,6.03
1.25,Very Good,G,VS1,62.7,56.0,8580,6.81,6.93,4.31
0.71,Very Good,G,VS1,63.3,56.0,2494,5.67,5.64,3.58
0.3,Premium,H,VS2,62.6,58.0,608,4.28,4.22,2.66
1.12,Very Good,I,SI2,61.2,59.0,4533,6.69,6.74,4.11
1.06,Premium,F,SI2,62.6,59.0,3831,6.47,6.51,4.06
0.98,Premium,H,I1,59.6,60.0,2046,6.61,6.48,3.89
1.2,Ideal,J,SI1,62.3,56.0,4830,6.77,6.81,4.23
1.61,Premium,J,SI2,62.2,59.0,7245,7.52,7.47,4.66
0.41,Very Good,D,SI1,63.0,56.0,717,4.75,4.8,3.01
1.02,Premium,D,SI2,59.3,60.0,4583,6.56,6.52,3.88
0.41,Very Good,E,SI1,63.1,57.0,904,4.78,4.73,3.0
0.92,Very Good,H,SI1,60.6,60.0,3800,6.28,6.33,3.82
0.72,Premium,F,SI1,62.0,60.0,2385,5.77,5.74,3.57
2.04,Very Good,J,SI2,63.4,55.0,9482,8.07,8.04,5.11
0.43,Very Good,F,SI1,61.6,59.0,792,4.83,4.87,2.99
0.72,Premium,E,SI2,59.3,60.0,1808,5.88,5.85,3.48
1.0,Ideal,D,SI1,61.7,57.0,5489,6.39,6.42,3.95
0.59,Ideal,E,SI1,62.4,55.0,1789,5.39,5.34,3.35
0.34,Ideal,E,VS1,60.8,57.0,805,4.49,4.53,2.74
2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12
1.33,Ideal,G,VVS1,62.2,54.0,12255,7.02,7.06,4.38
1.0,Premium,F,VS2,58.7,56.0,4743,6.46,6.42,3.78
0.63,Ideal,F,VVS2,62.3,56.0,2961,5.48,5.5,3.42
0.52,Very Good,F,VVS2,62.1,58.0,2064,5.12,5.16,3.19
0.73,Premium,E,VS1,62.6,60.0,2876,5.68,5.75,3.58
0.74,Ideal,D,SI1,62.2,56.0,2723,5.82,5.78,3.61
1.51,Good,H,VS2,64.0,59.0,9821,7.19,7.25,4.62
0.25,Ideal,H,SI1,62.8,54.0,357,4.05,4.07,2.55
1.07,Ideal,E,SI1,60.4,57.0,4973,6.62,6.56,3.98
0.34,Premium,G,VS2,62.4,59.0,765,4.47,4.41,2.77
0.59,Very Good,G,VS1,57.4,63.0,1915,5.54,5.58,3.19
1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95
0.4,Ideal,J,VVS1,61.9,56.0,1136,4.74,4.79,2.95
0.4,Very Good,D,VS2,60.5,58.0,720,4.76,4.82,2.9
0.38,Very Good,H,VS2,60.6,58.0,700,4.68,4.7,2.84
0.31,Premium,H,VS2,59.7,61.0,628,4.42,4.39,2.63
0.52,Ideal,E,SI1,62.3,56.0,1389,5.12,5.16,3.2
0.56,Very Good,H,SI1,61.2,57.0,1179,5.28,5.31,3.24
0.31,Ideal,H,VVS1,60.9,56.0,671,4.4,4.42,2.69
0.4,Premium,F,VS1,62.6,58.0,982,4.68,4.72,2.94
0.73,Ideal,I,VS1,61.5,55.0,2908,5.8,5.84,3.58
0.32,Ideal,H,VVS1,60.4,57.0,936,4.46,4.42,2.68
1.34,Ideal,D,SI1,62.2,57.0,8930,7.07,6.95,4.36
0.51,Premium,F,SI1,59.4,61.0,1349,5.26,5.21,3.11
2.01,Good,J,SI1,63.6,59.0,12369,8.01,7.96,5.08
0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05
1.06,Ideal,G,VS2,61.8,57.0,6128,6.52,6.56,4.04
0.93,Very Good,I,VS2,63.5,57.0,3563,6.13,6.21,3.92
0.33,Ideal,G,VVS2,61.5,55.0,713,4.47,4.51,2.76
0.45,Good,G,VS1,60.7,60.4,1246,4.94,4.98,3.01
0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,4.36,2.71
0.9,Ideal,G,SI2,61.2,57.0,3521,6.24,6.28,3.83
0.51,Premium,G,VS1,62.3,58.0,1781,5.13,5.08,3.18
0.76,Premium,H,SI1,59.8,57.0,2227,5.93,5.91,3.54
0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89
0.51,Ideal,E,VS1,61.5,56.0,1851,5.16,5.11,3.16
0.44,Ideal,I,VVS1,60.9,56.0,1145,4.9,4.96,3.0
0.51,Ideal,G,VS2,62.3,54.0,1660,5.17,5.12,3.21
0.9,Very Good,G,VS2,61.9,56.0,4269,6.17,6.23,3.84
1.03,Ideal,G,SI1,62.5,57.0,5337,6.4,6.49,4.03
0.59,Ideal,I,VS1,62.2,57.0,1442,5.33,5.38,3.33
1.0,Good,E,VVS1,63.4,59.0,8359,6.27,6.24,4.0
0.9,Premium,F,SI2,62.7,58.0,3780,6.16,6.09,3.84
0.38,Very Good,G,SI1,62.0,54.8,755,4.64,4.67,2.89
0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
1.04,Premium,D,VS2,62.0,60.0,6814,6.49,6.45,4.01
0.3,Premium,G,VS2,60.6,60.0,675,4.34,4.3,2.62
0.33,Ideal,F,VS1,62.8,55.0,765,4.41,4.45,2.78
0.33,Premium,H,SI1,63.0,58.0,610,4.42,4.4,2.78
0.9,Very Good,H,VS1,62.5,58.0,4328,6.08,6.14,3.82
1.0,Very Good,H,SI1,62.2,59.0,4830,6.32,6.35,3.94
0.43,Premium,F,VVS1,60.3,58.0,1422,4.91,4.88,2.95
0.36,Ideal,I,VVS1,61.5,55.0,645,4.61,4.63,2.84
1.1,Ideal,E,SI2,61.6,57.0,4829,6.68,6.64,4.1
0.71,Ideal,D,VS2,62.1,56.0,3321,5.71,5.75,3.56
2.33,Premium,J,SI1,61.1,58.0,11638,8.6,8.56,5.24
0.31,Ideal,G,SI2,62.2,54.0,436,4.36,4.39,2.72
0.5,Ideal,G,VVS2,62.2,56.0,1842,5.08,5.11,3.17
1.13,Ideal,H,SI2,61.0,60.0,4535,6.73,6.69,4.09
1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
0.38,Very Good,D,VS2,63.4,55.0,1117,4.67,4.63,2.95
0.58,Ideal,I,SI2,61.3,56.0,1158,5.38,5.45,3.32
0.83,Ideal,G,SI2,62.4,54.0,2751,6.01,6.08,3.77
1.21,Premium,E,SI1,62.3,58.0,6963,6.77,6.74,4.21
0.67,Good,F,VS1,59.8,60.3,2479,5.62,5.69,3.38
0.3,Premium,I,VS1,62.9,58.0,608,4.29,4.26,2.69
0.76,Very Good,I,SI1,62.0,58.0,2120,5.84,5.9,3.64
0.38,Ideal,F,VS1,62.5,56.0,978,4.6,4.62,2.88
0.71,Premium,F,VS1,58.6,62.0,3082,5.88,5.82,3.43
0.34,Premium,I,VS2,61.8,58.0,477,4.48,4.51,2.78
1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57
0.91,Very Good,I,VS1,61.9,57.0,3734,6.19,6.24,3.85
0.3,Premium,G,VVS2,62.2,59.0,878,4.31,4.28,2.67
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58
0.7,Premium,G,VS2,62.1,58.0,2479,5.68,5.63,3.51
