MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,TotalSF,SalePrice
30,6000,5,7,1921,1950,616,0,0,616,616,0,0,616,0,0,1,0,2,1,4,0,1,205,0,0,129,0,0,0,0,6,2006,1232,89000
20,6420,5,7,1952,1952,210,551,219,980,1148,0,0,1148,0,1,1,0,2,1,6,0,1,308,0,0,0,0,0,0,0,9,2006,2128,123500
20,8450,5,8,1965,2009,553,117,224,894,894,0,0,894,1,0,1,0,3,1,5,1,1,336,416,144,0,0,0,0,0,4,2010,1788,138500
120,4282,7,5,2004,2004,16,0,1375,1391,1391,0,0,1391,0,0,2,0,2,1,5,0,2,530,156,158,0,0,0,0,0,7,2008,2782,196000
20,14331,8,5,2002,2002,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,3,765,270,78,0,0,0,0,0,5,2006,3600,312500
20,9600,7,5,1969,1969,0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,1,6,0,2,528,0,0,0,0,0,0,0,7,2006,2328,140000
60,12438,8,5,2006,2006,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,3,666,324,100,0,0,0,0,0,7,2006,3810,361919
190,7630,5,9,1900,1996,0,0,360,360,1032,780,0,1812,0,0,2,0,4,2,8,1,2,672,344,0,40,0,0,0,0,5,2010,2172,140000
20,8400,7,5,2004,2005,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,2,606,0,35,0,144,0,0,0,5,2010,2957,213000
190,5600,4,5,1930,1950,0,0,0,0,372,720,0,1092,0,0,2,0,3,2,7,0,0,0,0,0,0,0,0,0,3500,7,2010,1092,55000
20,115149,7,5,1971,2002,1219,0,424,1643,1824,0,0,1824,1,0,2,0,2,1,5,2,2,739,380,48,0,0,0,0,0,6,2007,3467,302000
120,6240,8,5,2006,2006,863,0,461,1324,1324,0,0,1324,1,0,2,0,2,1,6,1,2,550,192,38,0,0,0,0,0,12,2009,2648,254000
60,9018,7,5,2007,2007,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,400,100,24,0,0,0,0,0,7,2007,2184,179540
20,7162,5,7,1966,1966,0,0,876,876,904,0,0,904,0,0,1,0,3,1,6,0,1,408,0,0,0,0,0,0,0,12,2008,1780,109900
30,4130,3,6,1935,2003,0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,7,2008,999,52000
50,8712,4,7,1900,1950,0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,1,384,68,0,98,0,0,0,0,1,2010,2037,102776
120,4671,8,5,1988,1989,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,2,472,168,120,0,0,0,0,0,10,2008,2456,189000
190,9873,4,5,1970,1970,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,2,576,0,288,0,0,0,0,0,5,2006,1920,129000
60,13517,6,8,1976,2005,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,2,475,0,44,0,0,0,0,0,3,2010,2204,130500
20,10140,6,5,1974,1974,0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,1,7,1,2,478,0,0,0,0,0,0,0,8,2009,2414,165000
70,10800,7,8,1890,1998,0,0,718,718,1576,978,0,2554,0,0,1,1,3,1,8,0,2,704,0,48,143,0,0,0,0,7,2007,3272,159500
20,10000,5,6,1973,2000,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,2,439,224,0,0,0,0,0,0,11,2008,2354,157000
60,10542,7,5,1993,1994,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,3,983,250,154,216,0,0,0,0,8,2008,3729,341000
20,9920,5,6,1969,1969,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1,300,0,0,0,0,0,0,0,5,2006,1942,128500
120,6563,8,5,1985,1985,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,2,564,114,28,234,0,0,0,0,12,2006,3484,275000
120,4426,6,5,2004,2004,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2,420,160,0,0,0,0,0,0,5,2010,1696,143000
20,8120,4,7,1970,1970,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,2,463,0,0,0,0,0,0,0,7,2009,1728,124500
50,8172,4,6,1954,1972,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,1,548,0,0,0,0,156,0,0,5,2008,2411,135000
20,13286,9,5,2007,2008,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,3,768,327,64,0,0,0,0,0,2,2009,3396,320000
20,6960,4,6,1970,1970,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,2,660,96,0,0,0,0,0,500,11,2009,1728,120500
20,21695,6,9,1988,2007,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,2,540,292,44,0,182,0,0,0,12,2009,2560,222000
20,7314,7,5,2007,2007,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2,632,132,0,0,0,0,0,0,2,2009,2464,194500
90,11475,5,5,1958,1958,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,3,888,0,25,0,0,0,0,0,7,2009,3360,110000
30,6240,4,5,1925,1950,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,2,539,0,23,112,0,0,0,0,1,2009,1628,103000
120,5389,8,5,1995,1996,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,2,608,237,152,0,0,0,0,0,3,2010,3211,236500
80,9590,7,5,2003,2003,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2,438,160,22,0,0,0,0,0,5,2007,2014,187500
60,11404,7,5,1998,1999,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,2,541,192,84,0,0,0,0,0,7,2008,3184,222500
20,10000,5,6,1961,1983,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1,264,165,0,0,0,0,0,400,3,2009,2008,131400
20,8978,5,5,1968,1968,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1,300,147,0,0,0,0,0,0,5,2007,1896,108000
75,10800,7,7,1914,1970,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,2,320,0,341,0,0,0,0,0,10,2006,2648,163000
90,8544,3,4,1950,1950,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,7,2006,1040,93500
60,10463,8,5,2005,2005,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,3,800,0,116,0,0,0,0,0,6,2006,2694,239900
90,10800,5,5,1987,1988,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,120,0,0,0,0,0,0,3,2009,2400,179000
60,9313,7,5,2004,2004,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,572,187,56,0,0,0,0,0,4,2009,2592,190000
70,9600,5,7,1910,2002,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,2,360,270,0,112,0,0,0,0,5,2007,1696,132000
20,6768,6,8,1961,1996,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1,288,168,0,0,0,0,0,0,5,2008,1824,142000
20,8450,7,5,2000,2001,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2,539,120,55,0,0,0,0,0,12,2007,2698,179000
80,12886,5,6,1963,1999,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,2,480,302,0,0,0,100,0,0,10,2009,1984,175000
120,5395,8,5,1993,1993,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,2,462,96,0,70,168,0,0,0,10,2008,2674,180000
60,8963,8,9,1976,1996,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,2,831,0,204,0,0,0,0,0,7,2008,3857,299800
60,8795,7,5,2000,2000,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2,554,224,54,0,0,0,0,0,4,2009,3208,236000
70,11700,7,7,1880,2003,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,4,864,181,0,386,0,0,0,0,5,2009,3880,265979
20,10593,7,5,1996,1996,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,2,527,240,56,154,0,0,0,0,3,2010,3440,260400
50,8405,4,3,1945,1950,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1,240,92,0,185,0,0,0,0,4,2009,1529,98000
50,8800,4,7,1910,2004,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0,0,0,160,0,0,0,0,0,6,2010,1716,96500
60,7750,7,5,2003,2003,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,0,0,8,2007,1980,162000
20,9236,6,5,1997,1997,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,2,576,168,27,0,0,0,0,0,7,2006,2973,217000
60,10240,8,5,2005,2005,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,192,52,0,0,0,0,0,3,2006,3128,275500
20,7930,6,8,1969,2005,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,2,440,171,48,0,0,0,0,0,7,2009,2052,156000
160,3230,6,5,1999,1999,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,0,0,3,2009,2200,172500
60,10769,8,5,2007,2007,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,578,144,105,0,0,0,0,0,4,2009,2634,212000
60,11616,6,5,1978,1978,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,2,440,335,0,0,0,0,0,0,4,2010,2058,158900
160,2280,7,5,1999,1999,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,8,2008,2245,179400
60,12257,8,5,1995,1995,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,11,2007,3849,290000
20,9100,6,6,1959,1959,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,1,300,0,0,0,0,0,0,450,10,2009,1728,127500
30,6911,5,5,1924,1950,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,10,2009,2446,100000
60,8640,7,5,2009,2009,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2,614,169,45,0,0,0,0,0,6,2010,2303,215200
60,9430,8,5,1999,1999,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,3,856,0,128,0,0,180,0,0,7,2009,3617,337000
120,9549,8,5,1995,1996,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,2,481,0,30,0,0,216,0,0,4,2006,2988,270000
20,14587,9,5,2008,2008,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,0,174,0,0,0,0,0,8,2008,3004,264132
60,10421,7,5,1988,1988,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,2,496,228,66,156,0,0,0,500,3,2010,2694,196500
50,12508,6,7,1940,1985,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1,423,245,0,156,0,0,0,1300,7,2008,2733,160000
20,9100,7,5,2004,2005,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2,484,120,33,0,0,0,0,0,10,2006,3696,216837
60,53504,8,5,2003,2003,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,3,841,503,36,0,0,210,0,0,6,2010,4929,538000
85,7252,5,5,1982,1982,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,0,0,4,2009,1716,134900
20,8877,4,5,1951,1951,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,0,0,4,2006,2056,102000
80,7819,6,5,1976,1976,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,2,672,144,0,0,0,0,0,0,3,2010,2146,107000
20,10150,5,5,1958,1958,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1,275,0,0,0,0,0,0,0,7,2007,1824,114500
20,14226,8,5,2006,2006,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,315,45,0,0,0,0,0,7,2007,3908,395000
120,4500,6,5,1998,1998,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,2,412,0,247,0,0,0,0,0,6,2009,2408,162000
20,11210,7,5,2005,2006,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,144,59,0,0,0,0,0,7,2006,3228,221500
20,13350,5,5,1974,1974,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,2,440,241,0,0,0,0,0,0,6,2006,1758,142500
90,8400,5,5,1977,1977,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,2,630,0,0,0,0,0,0,0,10,2007,2020,144000
90,10530,6,5,1977,1977,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,5,2006,1979,135000
20,7875,7,5,1995,1996,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,2,402,220,21,0,0,0,0,0,6,2007,2490,176000
60,7153,6,5,1992,1992,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,2,484,0,124,0,0,0,0,0,7,2006,2364,175900
20,16285,7,5,2001,2002,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,0,0,6,2009,2843,187100
85,9101,5,6,1978,1978,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,2,602,303,30,0,0,0,0,0,7,2009,2207,165500
75,6300,6,6,1914,2001,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,0,0,6,2008,2226,128000
20,9790,6,5,1967,1967,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,2,457,0,0,0,0,197,0,0,9,2009,2714,161500
50,10800,5,6,1915,1950,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1,416,0,0,196,0,0,0,1200,6,2010,2338,139000
60,10142,7,5,2004,2004,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2,618,0,45,0,0,0,0,0,1,2010,3040,233000
20,6000,4,7,1954,2000,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,1,281,0,0,0,0,0,0,0,8,2008,1802,107900
60,12205,6,8,1966,2007,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,2,444,133,168,0,0,0,0,0,7,2007,2919,187500
120,3182,7,5,2005,2006,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2,397,100,16,0,0,0,0,0,9,2009,2290,160200
80,11333,6,5,1976,1976,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,2,539,120,0,0,0,0,0,0,5,2007,2091,146800
60,9920,7,5,1996,1997,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,2,455,180,130,0,0,0,0,0,6,2007,3130,269790
20,9158,8,5,2007,2007,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2,474,168,130,0,0,0,0,0,6,2007,2992,225000
60,10832,7,5,1994,1996,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,2,409,143,46,0,0,0,0,500,10,2008,2607,194500
60,8400,6,6,1980,1981,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,2,476,0,50,0,0,204,0,0,4,2010,2214,171000
20,8197,6,5,1977,1977,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,2,528,138,0,0,0,0,0,0,4,2007,1945,143500
20,7677,5,5,1953,1953,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1,240,0,0,0,0,0,0,0,4,2008,1546,110000
60,13518,9,5,2008,2009,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,3,820,144,78,0,0,0,0,0,7,2009,5066,485000
50,7200,5,7,1937,1950,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1,240,0,0,264,0,0,0,0,6,2007,2499,175000
60,12798,6,5,1997,1997,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,2,603,403,114,185,0,0,0,400,5,2008,2304,200000
30,4800,4,7,1916,1990,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,7,2007,2392,109900
60,8199,7,5,2005,2005,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2,410,36,18,0,0,0,0,0,10,2008,2184,189000
60,13891,9,5,2008,2009,0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,3,1020,52,170,0,0,192,0,0,1,2009,4556,582933
20,9000,5,5,1954,1954,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1,286,0,0,0,0,0,0,0,6,2006,2064,118000
20,12274,7,5,2008,2008,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2,554,0,60,0,0,0,0,0,7,2008,2845,227680
80,9750,5,5,1967,1967,400,480,100,980,980,0,0,980,0,0,2,0,3,1,6,0,1,384,68,0,0,0,0,0,0,10,2006,1960,135500
70,21384,5,6,1923,2004,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,2,528,0,312,0,0,0,0,0,5,2009,2900,223500
80,13400,5,5,1966,1966,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,2,484,0,0,0,0,0,0,0,6,2006,2110,159950
75,8100,5,5,1898,1965,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,2,360,40,156,0,0,0,0,0,11,2009,2987,106000
20,10140,6,6,1974,1999,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,2,484,265,0,0,0,0,648,0,1,2006,2349,181000
120,4438,6,5,2004,2004,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2,420,140,0,0,0,0,0,0,6,2008,1696,144500
20,8712,5,5,1952,1952,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,54,6,2010,1584,55993
20,9750,6,6,1958,1958,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1,301,0,0,275,0,0,0,500,4,2007,2884,157900
50,8248,5,7,1918,1950,0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,1,280,207,0,96,0,0,0,0,7,2006,1936,116000
20,12137,7,5,1998,1998,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,2,598,0,34,0,0,0,0,0,5,2010,3310,224900
20,11425,5,6,1954,1954,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1,275,0,0,120,0,0,0,0,7,2006,2016,137000
20,13265,8,5,2002,2002,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,3,857,150,59,0,0,0,0,0,7,2008,3257,271000
80,8816,6,7,1971,1971,504,0,506,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,2,440,0,0,0,0,0,0,0,6,2010,2062,155000
120,6371,7,5,2009,2010,733,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,35,0,0,0,0,0,6,2010,2716,224000
60,7226,7,5,2003,2003,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,595,0,45,0,0,0,0,0,6,2008,2438,183000
20,6000,4,4,1953,1953,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,2,576,0,32,112,0,0,0,0,2,2009,1872,93000
60,12394,7,5,2003,2003,0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,2,433,100,48,0,0,0,0,0,10,2007,2580,225000
50,9900,6,7,1940,1950,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1,240,335,0,0,0,0,0,0,7,2009,2267,139500
20,11216,8,5,2006,2006,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,2,776,0,140,0,0,0,0,0,6,2006,2978,232600
20,14803,10,5,2007,2008,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,3,1220,188,45,0,0,0,0,0,6,2008,4162,385000
45,6130,5,6,1924,1950,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,0,0,0,0,116,0,0,0,0,5,2008,1568,109500
20,8529,7,5,2001,2001,20,0,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,2,527,290,39,0,0,0,0,0,4,2009,2888,189000
60,28698,5,5,1967,1967,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,2,538,486,0,0,0,225,0,0,6,2009,3139,185000
160,2544,7,5,2005,2005,0,0,600,600,520,623,80,1223,0,0,2,1,2,1,4,0,2,480,0,166,0,0,0,0,0,7,2006,1743,147400
20,11900,6,5,1957,1957,1040,0,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,2,458,0,0,0,0,192,0,0,6,2008,2784,166000
160,3180,7,5,2005,2005,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2,480,0,166,0,0,0,0,0,6,2006,1720,151000
60,9548,7,6,2003,2003,483,0,458,941,941,888,0,1829,1,0,2,1,3,1,7,1,2,613,192,39,0,0,0,0,0,1,2010,2770,237000
20,10004,6,6,1964,1964,196,345,975,1516,1516,0,0,1516,0,0,1,1,3,1,6,0,2,472,0,0,0,0,152,0,0,2,2009,3032,167000
20,7875,5,6,1961,1961,572,0,572,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,2,456,0,0,0,0,0,0,0,9,2008,2288,139950
20,9600,4,7,1950,1995,442,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,2,436,290,0,0,0,0,0,0,2,2010,2134,128000
30,8100,5,6,1948,1973,338,0,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,2,812,0,116,230,0,0,0,0,6,2007,3118,153500
160,1680,6,5,1973,1973,330,0,153,483,483,504,0,987,1,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,11,2008,1470,100000
20,9525,5,6,1995,2006,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1,352,278,0,0,0,0,0,0,6,2008,2198,144000
50,11767,5,6,1946,1995,352,0,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,5,2008,1968,130500
70,12155,6,8,1925,1950,156,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,1,400,0,0,254,0,0,0,0,3,2008,2154,140000
70,10440,5,8,1904,2002,0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,2,686,70,78,68,0,0,0,0,6,2008,2189,157500
80,9020,6,7,1966,1966,312,539,276,1127,1165,0,0,1165,1,0,1,1,3,1,6,0,2,490,0,129,0,0,0,0,0,5,2008,2292,174900
90,8000,5,4,1961,1961,0,0,1800,1800,1800,0,0,1800,0,0,2,0,6,2,10,0,0,0,0,0,0,0,0,0,0,7,2007,3600,141000
50,12665,5,8,1915,1950,0,0,876,876,876,540,0,1416,0,0,1,1,4,1,7,1,3,720,418,0,194,0,0,0,0,6,2008,2292,153900
85,16647,5,5,1975,1981,1390,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,2,611,0,0,0,0,0,0,0,1,2007,3091,171000
60,9317,7,5,1993,1993,513,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,2,425,234,72,192,0,0,0,0,7,2009,2515,213000
20,15523,5,6,1972,1972,460,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1,338,0,0,0,0,0,0,0,8,2009,1728,133500
50,45600,6,8,1908,1997,0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,2,360,486,40,0,0,175,0,0,9,2008,3265,240000
80,9600,6,7,1976,1994,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,2,512,113,100,0,0,0,0,0,8,2007,2383,187000
120,4435,6,5,2003,2003,659,0,189,848,848,0,0,848,1,0,1,0,1,1,3,0,2,420,140,0,0,0,0,0,0,11,2007,1696,131500
120,3196,8,5,2003,2003,0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,2,400,143,20,0,0,0,0,0,5,2006,2729,215000
75,7128,7,5,1941,1950,364,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,1,240,0,0,0,0,126,0,0,8,2007,2564,164000
80,12095,6,6,1964,1964,564,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,2,645,180,0,0,0,0,0,0,8,2009,2572,158000
20,17920,5,4,1955,1974,306,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,2,454,0,418,0,0,312,0,0,7,2006,3542,170000
20,6897,5,8,1962,2010,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,1,260,0,104,0,0,0,0,0,4,2010,2080,127000
80,10970,6,6,1978,1978,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,2,576,0,0,34,0,0,0,0,10,2008,1966,147000
60,8125,6,5,1994,1995,0,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,2,343,0,36,0,0,0,0,0,3,2009,2183,174000
20,10400,7,5,1976,1976,0,0,1090,1090,1370,0,0,1370,0,0,2,0,3,1,6,1,2,479,0,0,0,0,0,0,0,6,2009,2460,152000
60,11029,6,7,1968,1984,619,0,435,1054,1512,1142,0,2654,1,0,2,1,4,1,9,1,2,619,0,65,0,0,222,0,0,8,2006,3708,250000
50,7642,7,8,1918,1998,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1,216,0,240,0,0,0,0,0,6,2007,2338,189950
190,11625,5,4,1965,1965,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,2,504,0,0,0,0,0,0,0,4,2010,2078,131500
20,9672,6,5,1984,1985,338,0,702,1040,1097,0,0,1097,0,0,2,0,3,1,6,0,2,480,0,0,0,0,0,0,0,5,2010,2137,152000
20,7931,5,5,1959,1959,1148,0,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,1,672,0,0,0,0,0,0,0,7,2009,2296,132500
20,8640,7,5,2007,2008,0,0,1372,1372,1372,0,0,1372,0,0,2,0,3,1,6,0,2,529,0,140,0,0,0,0,0,5,2008,2744,250580
20,8750,5,6,1970,1970,828,0,174,1002,1002,0,0,1002,1,0,1,0,3,1,5,0,2,902,0,0,0,0,0,0,0,8,2009,2004,148500
20,10656,8,5,2006,2007,0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,3,870,192,80,0,0,0,0,0,11,2007,3284,248900
20,6970,4,5,1961,1961,932,0,108,1040,1120,0,0,1120,1,0,1,1,3,1,5,0,2,544,168,0,0,0,0,0,400,5,2007,2160,129000
60,14762,5,6,1948,1950,0,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,2,672,120,144,0,0,0,0,0,5,2006,2267,169000
60,9938,7,5,1993,1994,750,0,300,1050,1062,887,0,1949,1,0,2,1,3,1,8,1,2,574,156,90,0,0,0,0,0,6,2010,2999,236000
20,6600,5,5,1962,1962,0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,0,0,8,2009,1788,109500
