Retail Branding,Marketing Name,Device,Model
Samsung,Galaxy Trend Duos,kyleichn,GT-S7562i
Samsung,Galaxy Trend Duos,kylepluschn,GT-S7572
Samsung,Galaxy Trend Duos,kyleve,GT-S7390
Samsung,Galaxy Trend Duos,kyleve,GT-S7392
Samsung,Galaxy Trend Duos,kyleve,GT-S7562C
Samsung,Galaxy Trend Lite,kylevess,GT-S7390
Samsung,Galaxy Trend Lite,kylevess,GT-S7390L
Samsung,Galaxy Trend Plus,kylepro,GT-S7580
Samsung,Galaxy Trend Plus,kylepro,GT-S7580E
Samsung,Galaxy Trend Plus,kylepro,GT-S7580L
Samsung,Galaxy Trend Plus,kylepro,GT-S7583T
Samsung,Galaxy Trend2,garda3gcmcc,GT-S7898
Samsung,Galaxy Trend2,gardave3gcmcc,GT-S7898I
Samsung,Galaxy Trend2,kyleplusctc,SCH-I739
Samsung,Galaxy Trend3,cs023g,SM-G3502U
Samsung,Galaxy Trend3,cs02cmcc,SM-G3508
Samsung,Galaxy Trend3,cs02ctc,SM-G3509
Samsung,Galaxy Trend3,cs02ve,SM-G3508I
Samsung,Galaxy Trend3,cs02ve3g,SM-G3502C
Samsung,Galaxy Trend3,cs02ve3g,SM-G3502I
Samsung,Galaxy Trend3,cs02ve3g,SM-G3508J
Samsung,Galaxy Trend3,cs02ve3g,SM-G3509I
Samsung,Galaxy U,SHW-M130L,SHW-M130L
Samsung,Galaxy Victory,goghspr,SPH-L300
Samsung,Galaxy Victory,goghvmu,SPH-L300
Samsung,Galaxy View,gvlte,SM-T677
Samsung,Galaxy View,gvlteatt,SAMSUNG-SM-T677A
Samsung,Galaxy View,gvltevzw,SM-T677V
Samsung,Galaxy View,gvltexsp,SM-T677
Samsung,Galaxy View,gvwifijpn,SM-T670
Samsung,Galaxy View,gvwifiue,SM-T670
Samsung,Galaxy W,GT-I8150,GT-I8150
Samsung,Galaxy W,GT-I8150B,GT-I8150B
Samsung,Galaxy W,GT-I8150T,GT-I8150T
Samsung,Galaxy W,SGH-T679M,SGH-T679M
Samsung,Galaxy W,q7lteskt,SM-T255S
Samsung,Galaxy Win,delos3gcmcc,GT-I8558
Samsung,Galaxy Win,delos3gduosctc,SCH-I869
Samsung,Galaxy Win,delos3geur,GT-I8552
Samsung,Galaxy Win,delos3geur,GT-I8552B
Samsung,Galaxy Win,delos3gss,GT-I8550E
Samsung,Galaxy Win,delosltelgt,SHV-E500L
Samsung,Galaxy Win,deloslteskt,SHV-E500S
Samsung,Galaxy Win Duos,delos3gchn,GT-I8552
Samsung,Galaxy Win Pro,wilcox3g,SM-G3818
Samsung,Galaxy Win Pro,wilcoxctc,SM-G3819
Samsung,Galaxy Win Pro,wilcoxctc,SM-G3819D
Samsung,Galaxy Win Pro,wilcoxds,SM-G3812
Samsung,Galaxy Win2,coreprimeltedtv,SM-G360BT
Samsung,Galaxy Xcover,GT-S5690,GT-S5690
Samsung,Galaxy Xcover,GT-S5690L,GT-S5690L
Samsung,Galaxy Xcover,GT-S5690M,GT-S5690M
Samsung,Galaxy Xcover,GT-S5690R,GT-S5690R
Samsung,Galaxy Xcover2,skomer,GT-S7710
Samsung,Galaxy Xcover2,skomer,GT-S7710L
Samsung,Galaxy Xcover3,xcover3lte,SM-G388F
Samsung,Galaxy Xcover3,xcover3velte,SM-G389F
Samsung,Galaxy Y,GT-S5360,GT-S5360
Samsung,Galaxy Y,GT-S5360B,GT-S5360B
Samsung,Galaxy Y,GT-S5360L,GT-S5360L
Samsung,Galaxy Y,GT-S5360T,GT-S5360T
Samsung,Galaxy Y,GT-S5363,GT-S5363
Samsung,Galaxy Y,GT-S5368,GT-S5368
Samsung,Galaxy Y,GT-S5369,GT-S5369
Samsung,Galaxy Y,SCH-I509,SCH-I509
Samsung,Galaxy Y,SCH-i509,SCH-i509
Samsung,Galaxy Y Duos,GT-S6102,GT-S6102
Samsung,Galaxy Y Duos,GT-S6102B,GT-S6102B
Samsung,Galaxy Y Duos,GT-S6102E,GT-S6102E
Samsung,Galaxy Y Plus,coriplusds,GT-S5303
Samsung,Galaxy Y Plus,coriplusds,GT-S5303B
Samsung,Galaxy Y Pop,GT-S6108,GT-S6108
Samsung,Galaxy Y Pro,GT-B5510,GT-B5510
Samsung,Galaxy Y Pro,GT-B5510B,GT-B5510B
Samsung,Galaxy Y Pro,GT-B5510L,GT-B5510L
Samsung,Galaxy Y Pro Duos,GT-B5512,GT-B5512
Samsung,Galaxy Y Pro Duos,GT-B5512B,GT-B5512B
Samsung,Galaxy Y TV,GT-S5367,GT-S5367
Samsung,Galaxy Young,roy,GT-S6312
Samsung,Galaxy Young,roydtv,GT-S6313T
Samsung,Galaxy Young,royss,GT-S6310
Samsung,Galaxy Young,royss,GT-S6310B
Samsung,Galaxy Young,royss,GT-S6310L
Samsung,Galaxy Young,royss,GT-S6310T
Samsung,Galaxy Young,royssdtv,GT-S6313T
Samsung,Galaxy Young,royssnfc,GT-S6310N
Samsung,Galaxy Young2,young23g,SM-G130H
Samsung,Galaxy Young2,young23g,SM-G130M
Samsung,Galaxy Young2,young23g,SM-G130U
Samsung,Galaxy Young2,young23gdtv,SM-G130BT
Samsung,Galaxy Young2,young2ds2g,SM-G130E
Samsung,Galaxy Young2,young2nfc3g,SM-G130HN
Samsung,Galaxy Young2 Pro,young2ve3g,SM-G130BU
Samsung,Galaxy player 70 Plus,YP-GB70D,YP-GB70D
Samsung,Galaxy view,gvltektt,SM-T677NK
Samsung,Galaxy view,gvltelgt,SM-T677NL
Samsung,Galaxy win,delos3gss,GT-I8550L
Samsung,Galaxy-A9(2016),a9xltechn,SM-A9000
Samsung,Garda,gardalteMetroPCS,SGH-T399N
Samsung,Gear Live,sprat,Gear Live
Samsung,Gem,SCH-I100,SCH-I100
Samsung,Grand Prime Plus,grandpplte,SM-G532F
Samsung,Grand Prime Plus,grandpplte,SM-G532G
Samsung,Grand Prime Plus,grandppltedtv,SM-G532MT
Samsung,Hennessy,hennessy3gduosctc,SCH-W789
Samsung,Homesync,spcwifi,GT-B9150
Samsung,IceTouch,gokey,YP-GH1
Samsung,Illusion,SCH-I110,SCH-I110
Samsung,Infuse,SGH-I997,SAMSUNG-SGH-I997
Samsung,Infuse,SGH-I997R,SAMSUNG-SGH-I997R
Samsung,J1 Mini Prime,j1minivelte,SM-J106F
Samsung,Moment,SPH-M900,SPH-M900
Samsung,Montblanc,montblanc3gctc,SM-W2014
Samsung,Nexus 10,manta,Nexus 10
Samsung,Nexus S,crespo,Nexus S
Samsung,Nexus S,crespo4g,Nexus S 4G
Samsung,ProXpress M4580,fiber-athena,samsung-printer-tablet
Samsung,Replenish,SPH-M580,SPH-M580
Samsung,Replenish,SPH-M580BST,SPH-M580BST
Samsung,Repp,SCH-R680,SCH-R680
Samsung,Roy VE DTV,royssvedtv,GT-S6293T
Samsung,Roy VE DTV,royvedtv,GT-S6293T
Samsung,Rugby Smart,SGH-I847,SAMSUNG-SGH-I847
Samsung,SM-G9198,philippeltechn,SM-G9198
Samsung,Samsung Galaxy S4,jflteMetroPCS,SGH-M919N
Samsung,Samsung Galaxy S4 Zoom,mprojectltektt,SM-C105K
Samsung,Samsung Galaxy Stratosphere2,aegis2vzw,SCH-I415
Samsung,Samsung Garda,gardaltetmo,SGH-T399
Samsung,Samsung Homesync,spcwifi,GT-B9150
Samsung,Samsung Homesync,spcwifiany,GT-B9150
Samsung,Sidekick,SGH-T839,SGH-T839
Samsung,Transfix,SCH-R730,SCH-R730
Samsung,Transform,SPH-M920,SPH-M920
Samsung,Transform Ultra,SPH-M930,SPH-M930
Samsung,Transform Ultra,SPH-M930BST,SPH-M930BST
Samsung,VinsQ,SPH-M910,SPH-M910
Samsung,VinsQ(M910),SPH-M910,SPH-M910
Samsung,W2016,royceltectc,SM-W2016
Samsung,W2017,veyronltectc,SM-W2017
Samsung,olleh,ik1,SMT-E5015
Sansui,ETAB M9021G,ETAB_M9021G,ETAB_M9021G
Sansui,ETAB S7042G,S7042G,ETAB_S7042G
Sansui,"SANSUI Tab 7""",ETAB_I7043G,ETAB I7043G
Sansui,"SANSUI Tab 7""",ETAB_I7043G,ETAB_I7043G
Sansui,"SANSUI Tab 7""",ETAB_I7043G_VP3,ETAB_I7043G_VP3
Sanyo,55CE6139M1,CEM1,CEM1
Sanyo,Benesse,31TL04,31TL04
Sanyo,Benesse,40TL04,40TL04
Sanyo,Benesse,41EA04,41EA04
Sanyo,CEA1,CEA1,CEA1
Sanyo,CEA3,CEA3,CEA3
Sanyo,CEH1,CEH1,CEH1
Sanyo,CER2,CER2,CER2
Sanyo,CER3,CER3,CER3
Schok,Schok mini_SM7216,SM7216,SM7216
Seemahale Telecoms,ST5000,ST5000,ST5000
Senseit,SENSEIT_A109,SENSEIT_A109,SENSEIT_A109
Sharp,,SH7218T,SH7218T
Sharp,,SH8268U,SH8268U
Sharp,,SH8288U,SH8288U
Sharp,,SH8298U,SH8298U
Sharp,,msm7627_surf,SH8118U
Sharp,306SH,SG306SH,306SH
Sharp,401SH,SG401SH,401SH
Sharp,507SH,eve_sprout,507SH
Sharp,A01SH,A01SH,A01SH
Sharp,ADS1,ADS1,SHARP-ADS1
Sharp,AN-NP40,an_np40,AN-NP40
Sharp,AQUOS CRYSTAL 2,SG403SH,403SH
Sharp,AQUOS CRYSTAL X,SG402SH,402SH
Sharp,AQUOS Compact SH-02H,SH-02H,SH-02H
Sharp,AQUOS EVER SH-02J,SH-02J,SH-02J
Sharp,AQUOS EVER SH-04G,SH-04G,SH-04G
Sharp,AQUOS K SHF31,SHF31,SHF31
Sharp,AQUOS K SHF32,SHF32,SHF32
Sharp,AQUOS K SHF33,SHF33,SHF33
Sharp,AQUOS L SHV37,FSP_u,SHV37_u
Sharp,AQUOS M1,MS1,FS8001
Sharp,AQUOS P1,P1X,P1X
Sharp,AQUOS PAD  SHT22,SHT22,SHT22
Sharp,AQUOS PAD SH-05G,SH-05G,SH-05G
Sharp,AQUOS PAD SH-06F,SH-06F,SH-06F
Sharp,AQUOS PAD SH-08E,SH-08E,SH-08E
Sharp,AQUOS PAD SHT21,SHT21,SHT21
Sharp,AQUOS PHONE  SERIE SHL22,SHL22,SHL22
Sharp,AQUOS PHONE  SERIE SHL23,SHL23,SHL23
Sharp,AQUOS PHONE  SERIE mini SHL24,SHL24,SHL24
Sharp,AQUOS PHONE CL IS17SH,SHI17,IS17SH
Sharp,AQUOS PHONE EX SH-02F,SH-02F,SH-02F
Sharp,AQUOS PHONE EX SH-04E,SH04E,SH-04E
Sharp,AQUOS PHONE IS11SH,SHI11,IS11SH
Sharp,AQUOS PHONE IS12SH,SHI12,IS12SH
Sharp,AQUOS PHONE IS13SH,SHI13,IS13SH
Sharp,AQUOS PHONE IS14SH,SHI14,IS14SH
Sharp,AQUOS PHONE SERIE ISW16SH,SHI16,ISW16SH
Sharp,AQUOS PHONE SERIE SHL21,SHL21,SHL21
Sharp,AQUOS PHONE SH-01D,SH01D,SH-01D
Sharp,AQUOS PHONE SH-06D,SH06D,SH-06D
Sharp,AQUOS PHONE SH-12C,SH12C,SH-12C
Sharp,AQUOS PHONE SH90B,SH90B,SH90B
Sharp,AQUOS PHONE SL IS15SH,SHI15,IS15SH
Sharp,AQUOS PHONE SoftBank  102SH II,SBM102SH2,SBM102SH2
Sharp,AQUOS PHONE SoftBank 006SH,SBM006SH,SBM006SH
Sharp,AQUOS PHONE SoftBank 102SH,SBM102SH,SBM102SH
Sharp,AQUOS PHONE SoftBank 103SH,SBM103SH,SBM103SH
Sharp,AQUOS PHONE SoftBank 104SH,SBM104SH,SBM104SH
Sharp,AQUOS PHONE THE HYBRID SoftBank 007SH,SBM007SH,SBM007SH
Sharp,AQUOS PHONE THE HYBRID SoftBank 007SH J,SBM007SHJ,SBM007SHJ
Sharp,AQUOS PHONE THE HYBRID SoftBank 101SH,SBM101SH,SBM101SH
Sharp,AQUOS PHONE THE PREMIUM SoftBank 009SH,SBM009SH,SBM009SH
Sharp,AQUOS PHONE WX05SH,WX05SH,WX05SH
Sharp,AQUOS PHONE Xx 206SH,SBM206SH,SBM206SH
Sharp,AQUOS PHONE Xx 302SH,SBM302SH,SBM302SH
Sharp,AQUOS PHONE Xx SoftBank 106SH,SBM106SH,SBM106SH
Sharp,AQUOS PHONE Xx mini 303SH,SBM303SH,SBM303SH
Sharp,AQUOS PHONE ZETA  SH-01F,SH-01F,SH-01F
Sharp,AQUOS PHONE ZETA SH-02E,SH02E,SH-02E
Sharp,AQUOS PHONE ZETA SH-06E,SH-06E,SH-06E
Sharp,AQUOS PHONE ZETA SH-09D,SH09D,SH-09D
Sharp,AQUOS PHONE es WX04SH,WX04SH,WX04SH
Sharp,AQUOS PHONE f SH-13C,SH13C,SH-13C
Sharp,AQUOS PHONE si SH-01E,SH01E,SH-01E
Sharp,AQUOS PHONE si SH-07E,SH-07E,SH-07E
Sharp,AQUOS PHONE slider SH-02D,SH02D,SH-02D
Sharp,AQUOS PHONE ss 205SH,SBM205SH,SBM205SH
Sharp,AQUOS PHONE st SH-07D,SH07D,SH-07D
Sharp,AQUOS PHONE sv SH-10D,SH10D,SH-10D
Sharp,AQUOS SERIE SHL25,SHL25,SHL25
Sharp,AQUOS SERIE SHV32,SHV32,SHV32
Sharp,AQUOS SERIE SHV34,SHV34,SHV34
Sharp,AQUOS SERIE mini SHV31,SHV31,SHV31
Sharp,AQUOS SERIE mini SHV33,SHV33,SHV33
Sharp,AQUOS SERIE mini SHV38,GTQ,SHV38
Sharp,AQUOS SH-M01,SH-M01,SH-M01
Sharp,AQUOS SH-M02,SH-M02,SH-M02
Sharp,AQUOS SH-M02-EVA20,SH-M02-EVA20,SH-M02-EVA20
Sharp,AQUOS SH-RM02,SH-RM02,SH-RM02
Sharp,AQUOS U SHV35,SHV35,SHV35
Sharp,AQUOS U SHV37,FSP,SHV37
Sharp,AQUOS Xx,SG404SH,404SH
Sharp,AQUOS Xx 3,SG506SH,506SH
Sharp,AQUOS Xx 304SH,SG304SH,304SH
Sharp,AQUOS Xx2,SG502SH,502SH
Sharp,AQUOS Xx2 mini,SG503SH,503SH
Sharp,AQUOS Xx3 mini,SG603SH,603SH
Sharp,AQUOS ZETA SH-01G,SH-01G,SH-01G
Sharp,AQUOS ZETA SH-01H,SH-01H,SH-01H
Sharp,AQUOS ZETA SH-03G,SH-03G,SH-03G
Sharp,AQUOS ZETA SH-04F,SH-04F,SH-04F
Sharp,AQUOS ZETA SH-04H,SH-04H,SH-04H
Sharp,AQUOS mini SH-M03,SH-M03,SH-M03
Sharp,AQUOS \xe3\x82\xb1\xe3\x83\xbc\xe3\x82\xbf\xe3\x82\xa4 SH-06G,SH-06G,SH-06G
Sharp,Android One S1,kaleido_sprout,S1
Sharp,BASIO2 SHV36,SHV36,SHV36
Sharp,DM009SH,DM009SH,DM009SH
Sharp,DM010SH,DM010SH,DM010SH
Sharp,DM011SH,DM011SH,DM011SH
Sharp,DM012SH,DM012SH,DM012SH
Sharp,DM013SH,DM013SH,DM013SH
Sharp,DM016SH,DM016SH,DM016SH
Sharp,Disney Mobile DM014SH,DM014SH,DM014SH
Sharp,Disney Mobile on docomo DM-01H,DM-01H,DM-01H
Sharp,Disney Mobile on docomo DM-01J,DM-01J,DM-01J
Sharp,Disney Mobile on docomo SH-02G,SH-02G,SH-02G
Sharp,Disney Mobile on docomo SH-05F,SH-05F,SH-05F
Sharp,EB-A71GJ,EB-A71GJ,EB-A71GJ
Sharp,EB-WX1GJ/EB-W51GJ,Galapagos,EB-W51GJ
Sharp,EB-WX1GJ/EB-W51GJ,Galapagos,EB-WX1GJ
Sharp,GALAPAGOS SoftBank 003SH,SBM003SH,SBM003SH
Sharp,GALAPAGOS SoftBank 005SH,SBM005SH,SBM005SH
Sharp,HC-16TT1,HCTT1,HCTT1
Sharp,INFOBAR A01,SHX11,INFOBAR A01
Sharp,INFOBAR C01,SHX12,INFOBAR C01
Sharp,IS01,SHI01,IS01
Sharp,IS03,SHI03,IS03
Sharp,IS05,SHI05,IS05
Sharp,LC-**UH30U,sharp_2k15_us_android,LC-Ux30US
Sharp,LC-42LE860H,LC-42LE860H,LC-42LE860H
Sharp,LC-42LE860M,LC-42LE860M,LC-42LE860M
Sharp,LC-50LE570X,LC-xxLE570X,LC-xxLE570X
Sharp,LC-50LE860H,LC-50LE860H,LC-50LE860H
Sharp,LC-50LE860M,LC-50LE860M,LC-50LE860M
Sharp,LC-50UE1H,LC-50UE1H,LC-50UE1H
Sharp,LC-50UE1M,LC-50UE1M,LC-50UE1M
Sharp,LC-55LE860H,LC-55LE860H,LC-55LE860H
Sharp,LC-55LE860M,LC-55LE860M,LC-55LE860M
Sharp,LC-58UE1H,LC-58UE1H,LC-58UE1H
Sharp,LC-58UE1M,LC-58UE1M,LC-58UE1M
Sharp,LC-A11A,a11a,LC-A11A
Sharp,LC-A1H,a1h,LC-A1H
Sharp,LC-LE580T,lc_le580t,LC-LE580T
Sharp,LC-LE580X,lc_le580x,LC-LE580X
Sharp,LC-LX565H,lx565h,LC-LX565H
Sharp,LC-S3H-01,lc_s3h01,LC-S3H-01
Sharp,LC-U35T,lc_u35t,LC-U35T
Sharp,LC-XU35T,lc_xu35t,LC-XU35T
Sharp,LC-XU930X_830X,lc_xu930x_830x,LC-XU930X_830X
Sharp,LC-xxCAE5H,lc_xxcae5h,LC-xxCAE5H
Sharp,LC-xxUE630X,lc_ue630x,LC-UE630X
Sharp,LCD-45FOC46A,Lcd_45foc46a,LCD_45FOC46A
Sharp,LCD-LX460A,lx460a,LCD-LX460A
Sharp,LCD-LX560A,lx560a,LCD-LX560A
Sharp,LCD-LX565A,lx565ab,LCD-LX565A-B
Sharp,LCD-LX565A,msd818sharp,LCD-LX565A
Sharp,LCD-S3A-01,lcd_s3a01,LCD-S3A-01
Sharp,LCD-UF30A,lcd_uf30a,LCD-UF30A
Sharp,LCD-V3A,v3a,LCD-V3A
Sharp,LCD-xxBEL6A,lcd_xxbel6a,LCD-xxBEL6A
Sharp,LCD-xxBEL8A,lcd_xxbel8a,LCD-xxBEL8A
Sharp,LCD-xxCAE5A,lcd_xxcae5a,LCD-xxCAE5A
Sharp,LCD-xxCAE5A-C,lcd_xxcae5a_c,LCD-xxCAE5A-C
Sharp,LCD-xxFOC36A,Lcd_foc36a,LCD_FOC36A
Sharp,LYNX 3D SH-03C,SH03C,SH-03C
Sharp,LYNX SH-10B,SH10B,SH-10B
Sharp,Media Tablet,EB-L76G-B,EB-L76G-B
Sharp,PANTONE 5 SoftBank 107SH,SBM107SH,SBM107SH
Sharp,PANTONE 6 SoftBank 200SH,SBM200SH,SBM200SH
Sharp,Q-pot.Phone SH-04D,SH04D,SH-04D
Sharp,RW107,RW107,RW107
Sharp,SBM204SH,SBM204SH,SBM204SH
Sharp,SC-S01,scallop,SC-S01
Sharp,SH-01E Vivienne Westwood,SH01EVW,SH-01EVW
Sharp,SH-01F DRAGON QUEST,SH-01FDQ,SH-01FDQ
Sharp,SH-03F,SH03F,SH-03F
Sharp,SH-03H,SH-03H,SH-03H
Sharp,SH-05E,SH05E,SH-05E
Sharp,SH-06D NERV,SH06DNERV,SH-06DNERV
Sharp,SH-M04,SH-M04,SH-M04
Sharp,SH80F,SH80F,SH80F
Sharp,SH8118U,msm7627,SH8118U
Sharp,SH8128U,msm7627,SH8128U
Sharp,SH8188U,SH8188U,SH8188U
Sharp,SH825wi,SH825Wi,SH825Wi
Sharp,SHARP A1,TSL,FS8002
Sharp,SHARP C1,MS1,FS8001
Sharp,SHARP Z2,TSP,FS8002
Sharp,SoftBank 007SH KT,SBM007SHK,SBM007SHK
Sharp,SoftBank 107SH B,SBM107SHB,SBM107SHB
Sharp,SoftBank 305SH,SG305SH,305SH
Sharp,SoftBank AQUOS PHONE Xx 203SH,SBM203SH,SBM203SH
Sharp,Star Wars mobile,SW001SH,SW001SH
Sharp,Yahoo! Phone SoftBank 009SH Y,SBM009SHY,SBM009SHY
Sharp,lcd_xxbel7a_c,lcd_xxbel7a_c,LCD-xxBEL7A-C
Sharp,\xe3\x82\xb7\xe3\x83\xb3\xe3\x83\x97\xe3\x83\xab\xe3\x82\xb9\xe3\x83\x9e\xe3\x83\x9b\xef\xbc\x93,SG509SH,509SH
Sharp,\xe3\x83\xad\xe3\x83\x9c\xe3\x83\x9b\xe3\x83\xb3,SR01MW,SR01MW
SiAL,Bic camera,Si01BB,Si01BB
SiAL,Si01BE,Si01BE,Si01BE
Sico SmartPhone,SSR1-5-8M,GBC_bravo,SSR1-5-8M
Sico SmartPhone,SSR1-5-8M,GBC_bravo,sico pro
Silent Circle,Blackphone 2,BP2,Blackphone 2
Siragon,Siragon SP-5000,SP-5000,Siragon SP-5000
Sirin,SIRIN LABS SOLARIN,solarin,SOLARIN
Sirin,SIRIN LABS SOLARIN,solarin,Solarin
SkyLife,Skylife UHD2,IC1110,IC1110
Smartab,STJR700,STJR700,STJR700
Smartab,Smartab SRF79,SRF79,SRF79
Smartab,Smartab STJR76,STJR76,STJR76
Smartfren,A16C3H,A16C3H,Andromax A16C3H
Smartfren,A26C4H,A26C4H,Andromax A26C4H
Smartfren,AD688G,AD688G,Smartfren Andromax AD688G
Smartfren,AD689G,AD689G,Smartfren Andromax AD689G
Smartfren,Andromax AD687G,AD687G,Andromax AD687G
Smartfren,Andromax C46B2G,HS8916QC,Andromax C46B2G
Smartfren,B16C2G,MSM8909QC,Andromax B16C2G
Smartfren,B16C2H,B16C2H,Andromax B16C2H
Smartfren,B26D2H,B26D2H,Andromax B26D2H
Smartfren,C2LEAD688G,C2LEAD688G,Smartfren Andromax AD688G
Smartfren,EG680,eg680,EG680
Smartfren,G36C1G,HS8916QC,Andromax G36C1G
Smartfren,G36C1H,G36C1H,Andromax G36C1H
Smartfren,I46D1G,HS8916QC,Andromax I46D1G
Smartfren,NC36B1G,HS8610QC,Smartfren Andromax NC36B1G
Smartfren,NEWAD688G,NEWAD688G,Smartfren Andromax AD688G
Smartfren,Smartfren Andromax AD682H,AD682H,Smartfren Andromax AD682H
Smartfren,Smartfren AndromaxNC36B1H,NC36B1H,Smartfren Andromax NC36B1H
Smartron,tphone,rimo01a,T5511
Sonim,Ex-Handy 09,XP6700Z1,Ex-Handy 09
Sonim,Smart-Ex 01,XP7700Z1,Smart-Ex 01
Sonim,XP6,XP6700,XP6700
Sonim,XP7,XP7700,XP7700
Sonimtech,XP6,XP6700,Ex-Handy 209
Sonimtech,XP6,XP6700,XP6700
Sonimtech,XP7,XP7700,Smart-Ex 201
Sonimtech,XP7,XP7700,XP7700
Sonimtech,XP7,XP7700Z1,Smart-Ex 01
Sonimtech,XP7700Z1,XP7700Z1,Smart-Ex 01
Sonimtech,XP7705,XP7705,XP7700
Sony,,C5503,C5503
Sony,,C6616,C6616
Sony,,SGP312,SGP312
Sony,,ST21i,ST21i
Sony,,ST23i,ST23i
Sony,,ST26i,ST26i
Sony,,nbx02,Sony Tablet P
Sony,BRAVIA 2015,SVP-DTV15,BRAVIA 2015
Sony,BRAVIA 4K 2015,SVP-DTV15,BRAVIA 2015
Sony,BRAVIA 4K 2015,SVP-DTV15,BRAVIA 4K 2015
Sony,BRAVIA 4K GB,BRAVIA_ATV2,BRAVIA 4K GB
Sony,BRAVIA Smart Stick,NSZGU1,NSZ-GU1
Sony,Internet TV,asura,Internet TV
Sony,Internet TV,eagle,Internet TV Box
Sony,NSZGS7,NSZGS7,NSZ-GS7/GX70
Sony,NW-F800,icx1227,WALKMAN
Sony,NW-F880 Series,icx1237,WALKMAN
Sony,NW-Z1000,icx1216,NW-Z1000Series
Sony,NW-ZX1,icx1240,WALKMAN
Sony,NW-ZX2,icx1265,WALKMAN
Sony,NWZ-Z1000,icx1216,NWZ-Z1000Series
Sony,NWZ-ZX1,icx1240,WALKMAN
Sony,SmartWatch 3,tetra,SmartWatch 3
Sony,Sony Ericsson Live with Walkman,WT19a,WT19a
Sony,Sony Ericsson Live with Walkman,WT19i,WT19i
Sony,Sony Smartphone Z Ultra Google Play edition,C6806,C6806_GPe
Sony,Sony Tablet S,nbx03,Sony Tablet S
Sony,Tablet P,nbx02,Sony Tablet P
Sony,Tablet S,nbx03,Sony Tablet S
Sony,Xperia  E1 dual,D2114,D2114
Sony,Xperia  M,C1905,C1905
Sony,Xperia A,SO-04E,SO-04E
Sony,Xperia A2,SO-04F,SO-04F
Sony,Xperia A4,SO-04G,SO-04G
Sony,Xperia C,C2304,C2304
Sony,Xperia C,C2305,C2305
Sony,Xperia C3,D2533,D2533
Sony,Xperia C3 Dual,D2502,D2502
Sony,Xperia C5 Ultra,E5506,E5506
Sony,Xperia C5 Ultra,E5553,E5553
Sony,Xperia C5 Ultra Dual,E5533,E5533
Sony,Xperia C5 Ultra Dual,E5563,E5563
Sony,Xperia E,C1504,C1504
Sony,Xperia E,C1505,C1505
Sony,Xperia E dual,C1604,C1604
Sony,Xperia E dual,C1605,C1605
Sony,Xperia E1,D2004,D2004
Sony,Xperia E1,D2005,D2005
Sony,Xperia E1,D2114,D2114
Sony,Xperia E1 Dual,D2104,D2104
Sony,Xperia E1 Dual,D2105,D2105
Sony,Xperia E1 dual,D2104,D2104
Sony,Xperia E1 dual,D2105,D2105
Sony,Xperia E3,D2202,D2202
Sony,Xperia E3,D2203,D2203
Sony,Xperia E3,D2206,D2206
Sony,Xperia E3,D2243,D2243
Sony,Xperia E3 Dual,D2212,D2212
Sony,Xperia E4g,E2053,E2053
Sony,Xperia E4g Dual,E2033,E2033
Sony,Xperia E4g Dual,E2043,E2043
Sony,Xperia E5,F3311,F3311
Sony,Xperia E5,F3313,F3313
Sony,Xperia Go,ST27a,ST27a
Sony,Xperia Go,ST27i,ST27i
Sony,Xperia J,ST26a,ST26a
Sony,Xperia J,ST26i,ST26i
Sony,Xperia J1 Compact,D5788,D5788
Sony,Xperia L,C2104,C2104
Sony,Xperia L,C2105,C2105
Sony,Xperia M,C1904,C1904
Sony,Xperia M,C1905,C1905
Sony,Xperia M Dual,C2005,C2005
Sony,Xperia M dual,C2004,C2004
Sony,Xperia M dual,C2005,C2005
Sony,Xperia M2,D2303,D2303
Sony,Xperia M2,D2305,D2305
Sony,Xperia M2,D2306,D2306
Sony,Xperia M2 Aqua,D2403,D2403
Sony,Xperia M2 Aqua,D2406,D2406
Sony,Xperia M2 Dual,D2302,D2302
Sony,Xperia M2 dual,D2302,D2302
Sony,Xperia M5,E5603,E5603
Sony,Xperia M5,E5606,E5606
Sony,Xperia M5,E5653,E5653
Sony,Xperia M5 Dual,E5633,E5633
Sony,Xperia M5 Dual,E5643,E5643
Sony,Xperia M5 Dual,E5663,E5663
Sony,Xperia Miro,ST23i,ST23i
Sony,Xperia P,LT22i,LT22i
Sony,Xperia PLAY,R800a,R800a
Sony,Xperia PLAY,R800i,R800i
Sony,Xperia S,LT26i,LT26i
Sony,Xperia SL,LT26ii,LT26ii
Sony,Xperia SP,C5302,C5302
Sony,Xperia SP,C5303,C5303
Sony,Xperia SP,C5306,C5306
Sony,Xperia SP,M35h,M35h
Sony,Xperia SP,M35t,M35t
Sony,Xperia T,LT30a,LT30a
Sony,Xperia T,LT30p,LT30p
Sony,Xperia T2 Ultra,D5303,D5303
Sony,Xperia T2 Ultra,D5306,D5306
Sony,Xperia T2 Ultra,D5316,D5316
Sony,Xperia T2 Ultra,D5316N,D5316N
Sony,Xperia T2 Ultra,D5322,D5322
Sony,Xperia T2 Ultra dual,D5322,D5322
Sony,Xperia T3,D5102,D5102
Sony,Xperia T3,D5103,D5103
Sony,Xperia T3,D5106,D5106
Sony,Xperia TX,LT29i,LT29i
Sony,Xperia Tablet S,txs03,SGPT12
Sony,Xperia Tablet S,txs03,SGPT13
Sony,Xperia Tablet Z,SGP311,SGP311
